full_name,state,same_day,overnight
New_South_Wales,NSW,0.0505,0.0698
Victoria,Vic,0.0496,0.0666
Queensland,Qld,0.0517,0.0716
South_Australia,SA,0.0505,0.0698
Western_Australia,WA,0.0575,0.0698
Tasmania,Tas,0.0492,0.0677
Northern_Territory,NT,0.0505,0.0698
Australian_Capital_Territory,ACT,0.0505,0.0698
