tab 	samples
azimuth	azimuth_dec_correction	bed_dip	bed_dip_direction	citations	description	dip	geologic_classes	geologic_types	lat	lithologies	lon	method_codes	orientation_quality	result_quality	result_type	sample	site	timestamp
247.8		0	0.0	This study		-40	Extrusive	Lava Flow	33.06746	Basaltic Lava	35.74018	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH02E	GH02	2015-09-06T11:02:00Z
252.9		0	0.0	This study		-41	Extrusive	Lava Flow	33.06746	Basaltic Lava	35.74018	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH02F	GH02	2015-09-06T11:05:00Z
258.3		0	0.0	This study		-44	Extrusive	Lava Flow	33.06746	Basaltic Lava	35.74018	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH02G	GH02	2015-09-06T11:06:00Z
187.0		0	0.0	This study		-64	Extrusive	Lava Flow	33.04463	Basaltic Lava	35.67154	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH03A	GH03	2015-09-06T15:33:00Z
190.2		0	0.0	This study		-64	Extrusive	Lava Flow	33.04463	Basaltic Lava	35.67154	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH03B	GH03	2015-09-06T15:39:00Z
151.0		0	0.0	This study		-71	Extrusive	Lava Flow	33.04463	Basaltic Lava	35.67154	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH03C	GH03	2015-09-06T15:43:00Z
142.3		0	0.0	This study		-70	Extrusive	Lava Flow	33.04463	Basaltic Lava	35.67154	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH03D	GH03	2015-09-06T15:50:00Z
168.2		0	0.0	This study		-65	Extrusive	Lava Flow	33.04463	Basaltic Lava	35.67154	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH03E	GH03	2015-09-06T15:44:00Z
158.5		0	0.0	This study		-58	Extrusive	Lava Flow	33.04463	Basaltic Lava	35.67154	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH03G	GH03	2015-09-06T15:51:00Z
157.1		0	0.0	This study		-47	Extrusive	Lava Flow	33.04463	Basaltic Lava	35.67154	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH03H	GH03	2015-09-06T15:54:00Z
94.1		0	0.0	This study		-77	Extrusive	Lava Flow	33.04396	Basaltic Lava	35.66901	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH04A	GH04	2015-09-06T16:35:00Z
100.9		0	0.0	This study		-80	Extrusive	Lava Flow	33.04396	Basaltic Lava	35.66901	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH04B	GH04	2015-09-06T16:40:00Z
110.6		0	0.0	This study		-74	Extrusive	Lava Flow	33.04396	Basaltic Lava	35.66901	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH04C	GH04	2015-09-06T16:44:00Z
113.2		0	0.0	This study		-76	Extrusive	Lava Flow	33.04396	Basaltic Lava	35.66901	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH04D	GH04	2015-09-06T16:48:00Z
101.9		0	0.0	This study		-76	Extrusive	Lava Flow	33.04396	Basaltic Lava	35.66901	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH04E	GH04	2015-09-06T16:53:00Z
112.5		0	0.0	This study		-69	Extrusive	Lava Flow	33.04396	Basaltic Lava	35.66901	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH04F	GH04	2015-09-06T16:57:00Z
96.3		0	0.0	This study		-73	Extrusive	Lava Flow	33.04396	Basaltic Lava	35.66901	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH04G	GH04	2015-09-06T17:02:00Z
99.2		0	0.0	This study		-68	Extrusive	Lava Flow	33.04396	Basaltic Lava	35.66901	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH04H	GH04	2015-09-06T17:08:00Z
78.9		0	0.0	This study		-78	Extrusive	Lava Flow	33.04417	Basaltic Lava	35.66922	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH05A	GH05	2015-09-06T16:40:00Z
83.4		0	0.0	This study		-67	Extrusive	Lava Flow	33.04417	Basaltic Lava	35.66922	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH05B	GH05	2015-09-06T16:43:00Z
86.8		0	0.0	This study		-70	Extrusive	Lava Flow	33.04417	Basaltic Lava	35.66922	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH05D	GH05	2015-09-06T16:59:00Z
109.6		0	0.0	This study		-58	Extrusive	Lava Flow	33.04417	Basaltic Lava	35.66922	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH05E	GH05	2015-09-06T17:04:00Z
114.2		0	0.0	This study		-58	Extrusive	Lava Flow	33.04417	Basaltic Lava	35.66922	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH05F	GH05	2015-09-06T17:08:00Z
108.5		0	0.0	This study		-68	Extrusive	Lava Flow	33.04417	Basaltic Lava	35.66922	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH05G	GH05	2015-09-06T17:10:00Z
98.0		0	0.0	This study		-72	Extrusive	Lava Flow	33.04417	Basaltic Lava	35.66922	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH05H	GH05	2015-09-06T17:14:00Z
68.9		0	0.0	This study		-62	Extrusive	Lava Flow	33.04417	Basaltic Lava	35.66922	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH05I	GH05	2017-07-13T13:37:00Z
93.9		0	0.0	This study		-90	Extrusive	Lava Flow	33.04417	Basaltic Lava	35.66922	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH05K	GH05	2017-07-13T14:49:00Z
106.0		0	0.0	This study		-85	Extrusive	Lava Flow	33.04417	Basaltic Lava	35.66922	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH05L	GH05	2017-07-13T14:54:00Z
240.8		0	0.0	This study		-76	Extrusive	Lava Flow	33.09859	Basaltic Lava	35.80091	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH06A	GH06	2015-09-07T07:32:00Z
263.6		0	0.0	This study		-70	Extrusive	Lava Flow	33.09859	Basaltic Lava	35.80091	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH06C	GH06	2015-09-07T07:38:00Z
266.0		0	0.0	This study		-72	Extrusive	Lava Flow	33.09859	Basaltic Lava	35.80091	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH06D	GH06	2015-09-07T07:41:00Z
218.2		0	0.0	This study		-71	Extrusive	Lava Flow	33.09859	Basaltic Lava	35.80091	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH06E	GH06	2015-09-07T07:42:00Z
222.3		0	0.0	This study		-69	Extrusive	Lava Flow	33.09859	Basaltic Lava	35.80091	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH06F	GH06	2015-09-07T07:43:00Z
288.7		0	0.0	This study		-83	Extrusive	Lava Flow	33.09859	Basaltic Lava	35.80091	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH06G	GH06	2015-09-07T07:46:00Z
291.0		0	0.0	This study		-87	Extrusive	Lava Flow	33.09859	Basaltic Lava	35.80091	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH06H	GH06	2015-09-07T07:48:00Z
284.3		0	0.0	This study		-43	Extrusive	Lava Flow	33.9597	Basaltic Lava	35.72762	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH07A	GH07	2015-09-07T10:05:00Z
275.1		0	0.0	This study		-39	Extrusive	Lava Flow	33.9597	Basaltic Lava	35.72762	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH07B	GH07	2015-09-07T10:08:00Z
290.1		0	0.0	This study		-35	Extrusive	Lava Flow	33.9597	Basaltic Lava	35.72762	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH07C	GH07	2015-09-07T10:12:00Z
285.6		0	0.0	This study		-29	Extrusive	Lava Flow	33.9597	Basaltic Lava	35.72762	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH07D	GH07	2015-09-07T10:14:00Z
269.7		0	0.0	This study		-59	Extrusive	Lava Flow	33.9597	Basaltic Lava	35.72762	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH07E	GH07	2015-09-07T10:18:00Z
276.0		0	0.0	This study		-56	Extrusive	Lava Flow	33.9597	Basaltic Lava	35.72762	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH07F	GH07	2015-09-07T10:23:00Z
263.0		0	0.0	This study		-53	Extrusive	Lava Flow	33.9597	Basaltic Lava	35.72762	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH07G	GH07	2015-09-07T10:30:00Z
287.7		0	0.0	This study		-56	Extrusive	Lava Flow	33.9597	Basaltic Lava	35.72762	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH07I	GH07	2015-09-07T10:36:00Z
300.9		0	0.0	This study		-58	Extrusive	Lava Flow	33.9597	Basaltic Lava	35.72762	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH07J	GH07	2015-09-07T10:40:00Z
304.0		0	0.0	This study		-50	Extrusive	Lava Flow	33.09605	Basaltic Lava	35.72762	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH08A	GH08	2015-09-07T11:01:00Z
304.5		0	0.0	This study		-56	Extrusive	Lava Flow	33.09605	Basaltic Lava	35.72762	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH08B	GH08	2015-09-07T11:08:00Z
268.0		0	0.0	This study		-67	Extrusive	Lava Flow	33.09605	Basaltic Lava	35.72762	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH08C	GH08	2015-09-07T11:12:00Z
303.9		0	0.0	This study		-72	Extrusive	Lava Flow	33.09605	Basaltic Lava	35.72762	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH08E	GH08	2015-09-07T11:17:00Z
310.1		0	0.0	This study		-77	Extrusive	Lava Flow	33.09605	Basaltic Lava	35.72762	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH08F	GH08	2015-09-07T11:20:00Z
286.8		0	0.0	This study		-13	Extrusive	Lava Flow	33.09605	Basaltic Lava	35.72762	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH08G	GH08	2015-09-07T11:24:00Z
287.0		0	0.0	This study		-17	Extrusive	Lava Flow	33.09605	Basaltic Lava	35.72762	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH08H	GH08	2015-09-07T11:27:00Z
149.5		0	0.0	This study		-74	Extrusive	Lava Flow	33.0464	Basaltic Lava	35.70973	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH09A	GH09	2015-09-07T12:14:00Z
147.7		0	0.0	This study		-66	Extrusive	Lava Flow	33.0464	Basaltic Lava	35.70973	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH09B	GH09	2015-09-07T12:18:00Z
109.0		0	0.0	This study		-76	Extrusive	Lava Flow	33.0464	Basaltic Lava	35.70973	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH09C	GH09	2015-09-07T12:26:00Z
117.1		0	0.0	This study		-69	Extrusive	Lava Flow	33.0464	Basaltic Lava	35.70973	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH09D	GH09	2015-09-07T12:28:00Z
70.3		0	0.0	This study		-81	Extrusive	Lava Flow	33.0464	Basaltic Lava	35.70973	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH09E	GH09	2015-09-07T12:32:00Z
128.2		0	0.0	This study		-62	Extrusive	Lava Flow	33.0464	Basaltic Lava	35.70973	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH09G	GH09	2015-09-07T12:41:00Z
96.0		0	0.0	This study		-46	Extrusive	Lava Flow	33.0039	Basaltic Lava	35.68372	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH10A	GH10	2015-09-07T14:48:00Z
95.2		0	0.0	This study		-47	Extrusive	Lava Flow	33.0039	Basaltic Lava	35.68372	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH10B	GH10	2015-09-07T15:00:00Z
85.4		0	0.0	This study		-55	Extrusive	Lava Flow	33.0039	Basaltic Lava	35.68372	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH10C	GH10	2015-09-07T15:05:00Z
93.9		0	0.0	This study		-55	Extrusive	Lava Flow	33.0039	Basaltic Lava	35.68372	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH10D	GH10	2015-09-07T15:07:00Z
129.7		0	0.0	This study		-64	Extrusive	Lava Flow	33.0039	Basaltic Lava	35.68372	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH10E	GH10	2015-09-07T15:15:00Z
132.0		0	0.0	This study		-74	Extrusive	Lava Flow	33.0039	Basaltic Lava	35.68372	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH10F	GH10	2015-09-07T15:16:00Z
77.1		0	0.0	This study		-75	Extrusive	Lava Flow	33.0039	Basaltic Lava	35.68372	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH10G	GH10	2015-09-07T15:21:00Z
76.2		0	0.0	This study		-102	Extrusive	Lava Flow	33.0444	Basaltic Lava	35.68352	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH11B	GH11	2015-09-07T15:26:00Z
86.0		0	0.0	This study		-88	Extrusive	Lava Flow	33.0444	Basaltic Lava	35.68352	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH11C	GH11	2015-09-07T15:30:00Z
90.9		0	0.0	This study		-85	Extrusive	Lava Flow	33.0444	Basaltic Lava	35.68352	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH11D	GH11	2015-09-07T15:34:00Z
91.5		0	0.0	This study		-63	Extrusive	Lava Flow	33.0444	Basaltic Lava	35.68352	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH11E	GH11	2015-09-07T15:37:00Z
89.1		0	0.0	This study		-60	Extrusive	Lava Flow	33.0444	Basaltic Lava	35.68352	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH11F	GH11	2015-09-07T15:40:00Z
58.7		0	0.0	This study		-74	Extrusive	Lava Flow	33.0444	Basaltic Lava	35.68352	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH11G	GH11	2015-09-07T15:43:00Z
60.1		0	0.0	This study		-71	Extrusive	Lava Flow	33.0444	Basaltic Lava	35.68352	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH11H	GH11	2015-09-07T15:45:00Z
2.9		0	0.0	This study		-89	Extrusive	Lava Flow	32.98555	Basaltic Lava	35.74288	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH12A	GH12	2015-09-07T16:29:00Z
308.7		0	0.0	This study		-75	Extrusive	Lava Flow	32.98555	Basaltic Lava	35.74288	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH12C	GH12	2015-09-07T16:34:00Z
310.0		0	0.0	This study		-75	Extrusive	Lava Flow	32.98555	Basaltic Lava	35.74288	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH12D	GH12	2015-09-07T16:36:00Z
340.5		0	0.0	This study		-85	Extrusive	Lava Flow	32.98555	Basaltic Lava	35.74288	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH12E	GH12	2015-09-07T16:39:00Z
340.8		0	0.0	This study		-83	Extrusive	Lava Flow	32.98555	Basaltic Lava	35.74288	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH12F	GH12	2015-09-07T16:41:00Z
330.1		0	0.0	This study		-76	Extrusive	Lava Flow	32.98555	Basaltic Lava	35.74288	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH12G	GH12	2015-09-07T16:43:00Z
322.4		0	0.0	This study		-76	Extrusive	Lava Flow	32.98555	Basaltic Lava	35.74288	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH12H	GH12	2015-09-07T16:45:00Z
63.8		0	0.0	This study		-82	Extrusive	Lava Flow	33.00856	Basaltic Lava	35.82204	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH13A	GH13	2015-09-07T17:21:00Z
79.4		0	0.0	This study		-66	Extrusive	Lava Flow	33.00856	Basaltic Lava	35.82204	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH13B	GH13	2015-09-07T17:25:00Z
21.7		0	0.0	This study		-55	Extrusive	Lava Flow	33.00856	Basaltic Lava	35.82204	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH13C	GH13	2015-09-07T17:27:00Z
23.8		0	0.0	This study		-54	Extrusive	Lava Flow	33.00856	Basaltic Lava	35.82204	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH13D	GH13	2015-09-07T17:28:00Z
90.1		0	0.0	This study		-70	Extrusive	Lava Flow	33.00856	Basaltic Lava	35.82204	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH13E	GH13	2015-09-07T17:30:00Z
98.4		0	0.0	This study		-62	Extrusive	Lava Flow	33.00856	Basaltic Lava	35.82204	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH13F	GH13	2015-09-07T17:32:00Z
102.5		0	0.0	This study		-57	Extrusive	Lava Flow	33.00856	Basaltic Lava	35.82204	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH13H	GH13	2015-09-07T17:33:00Z
267.9		0	0.0	This study		-75	Extrusive	Lava Flow	33.17375	Basaltic Lava	35.77575	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH14A	GH14	2015-09-10T11:15:00Z
233.3		0	0.0	This study		-83	Extrusive	Lava Flow	33.17375	Basaltic Lava	35.77575	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH14B	GH14	2015-09-10T11:16:00Z
338.0		0	0.0	This study		-66	Extrusive	Lava Flow	33.17375	Basaltic Lava	35.77575	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH14C	GH14	2015-09-10T11:18:00Z
308.9		0	0.0	This study		-86	Extrusive	Lava Flow	33.17375	Basaltic Lava	35.77575	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH14D	GH14	2015-09-10T11:15:00Z
34.6		0	0.0	This study		-72	Extrusive	Lava Flow	33.17375	Basaltic Lava	35.77575	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH14E	GH14	2015-09-10T11:17:00Z
216.0		0	0.0	This study		-45	Extrusive	Lava Flow	33.17375	Basaltic Lava	35.77575	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH14F	GH14	2015-09-10T11:18:00Z
309.4		0	0.0	This study		-79	Extrusive	Lava Flow	33.17375	Basaltic Lava	35.77575	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH14G	GH14	2015-09-10T11:19:00Z
303.8		0	0.0	This study		-98	Extrusive	Lava Flow	33.17375	Basaltic Lava	35.77575	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH14H	GH14	2015-09-10T11:20:00Z
335.5		0	0.0	This study		-85	Extrusive	Lava Flow	33.23632	Basaltic Lava	35.75634	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH15A	GH15	2015-09-08T09:58:00Z
298.0		0	0.0	This study		-79	Extrusive	Lava Flow	33.23632	Basaltic Lava	35.75634	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH15B	GH15	2015-09-08T10:00:00Z
345.0		0	0.0	This study		-84	Extrusive	Lava Flow	33.23632	Basaltic Lava	35.75634	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH15C	GH15	2015-09-08T10:12:00Z
345.7		0	0.0	This study		-83	Extrusive	Lava Flow	33.23632	Basaltic Lava	35.75634	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH15D	GH15	2015-09-08T10:15:00Z
10.7		0	0.0	This study		-69	Extrusive	Lava Flow	33.23632	Basaltic Lava	35.75634	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH15F	GH15	2015-09-08T10:07:00Z
112.2		0	0.0	This study		-38	Extrusive	Lava Flow	33.21511	Basaltic Lava	35.74377	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH16B	GH16	2015-09-08T10:54:00Z
124.2		0	0.0	This study		-55	Extrusive	Lava Flow	33.21511	Basaltic Lava	35.74377	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH16C	GH16	2015-09-08T11:00:00Z
107.9		0	0.0	This study		-47	Extrusive	Lava Flow	33.21511	Basaltic Lava	35.74377	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH16D	GH16	2015-09-08T11:02:00Z
101.7		0	0.0	This study		-78	Extrusive	Lava Flow	33.21511	Basaltic Lava	35.74377	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH16E	GH16	2015-09-08T11:07:00Z
102.5		0	0.0	This study		-73	Extrusive	Lava Flow	33.21511	Basaltic Lava	35.74377	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH16F	GH16	2015-09-08T11:09:00Z
119.4		0	0.0	This study		-59	Extrusive	Lava Flow	33.21511	Basaltic Lava	35.74377	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH16G	GH16	2015-09-08T11:06:00Z
128.2		0	0.0	This study		-60	Extrusive	Lava Flow	33.21511	Basaltic Lava	35.74377	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH16H	GH16	2015-09-08T11:11:00Z
