tab 	samples
azimuth	azimuth_dec_correction	bed_dip	bed_dip_direction	citations	description	dip	geologic_classes	geologic_types	lat	lithologies	lon	method_codes	orientation_quality	result_quality	result_type	sample	site	timestamp
354.8		0	0.0	This study		-65	Extrusive	Lava Flow	33.20363	Basaltic Lava	35.73782	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH17A	GH17	2015-09-10T10:53:00Z
0.1		0	0.0	This study		-76	Extrusive	Lava Flow	33.20363	Basaltic Lava	35.73782	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH17B	GH17	2015-09-10T10:54:00Z
4.5		0	0.0	This study		-60	Extrusive	Lava Flow	33.20363	Basaltic Lava	35.73782	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH17D	GH17	2015-09-10T10:55:00Z
28.8		0	0.0	This study		-46	Extrusive	Lava Flow	33.20363	Basaltic Lava	35.73782	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH17E	GH17	2015-09-10T10:56:00Z
27.8		0	0.0	This study		-45	Extrusive	Lava Flow	33.20363	Basaltic Lava	35.73782	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH17F	GH17	2015-09-10T10:56:00Z
25.8		0	0.0	This study		-63	Extrusive	Lava Flow	33.20363	Basaltic Lava	35.73782	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH17G	GH17	2015-09-10T10:56:00Z
26.2		0	0.0	This study		-66	Extrusive	Lava Flow	33.20363	Basaltic Lava	35.73782	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH17H	GH17	2015-09-10T10:57:00Z
254.6	4.6	0	0.0	This study	Declination correction calculated from IGRF	-60	Extrusive	Lava Flow	33.22599	Basaltic Lava	35.72582	FS-FD:FS-LOC-GPS:SO-CMD-NORTH:SO-MAG:SO-POM:SO-SUN	g	g	i	GH18A	GH18	2015-09-08T00:00:00Z
255.6	4.6	0	0.0	This study	Declination correction calculated from IGRF	-60	Extrusive	Lava Flow	33.22599	Basaltic Lava	35.72582	FS-FD:FS-LOC-GPS:SO-CMD-NORTH:SO-MAG:SO-POM:SO-SUN	g	g	i	GH18B	GH18	2015-09-08T00:00:00Z
236.6	4.6	0	0.0	This study	Declination correction calculated from IGRF	-63	Extrusive	Lava Flow	33.22599	Basaltic Lava	35.72582	FS-FD:FS-LOC-GPS:SO-CMD-NORTH:SO-MAG:SO-POM:SO-SUN	g	g	i	GH18C	GH18	2015-09-08T00:00:00Z
242.6	4.6	0	0.0	This study	Declination correction calculated from IGRF	-62	Extrusive	Lava Flow	33.22599	Basaltic Lava	35.72582	FS-FD:FS-LOC-GPS:SO-CMD-NORTH:SO-MAG:SO-POM:SO-SUN	g	g	i	GH18D	GH18	2015-09-08T00:00:00Z
240.6	4.6	0	0.0	This study	Declination correction calculated from IGRF	-73	Extrusive	Lava Flow	33.22599	Basaltic Lava	35.72582	FS-FD:FS-LOC-GPS:SO-CMD-NORTH:SO-MAG:SO-POM:SO-SUN	g	g	i	GH18E	GH18	2015-09-08T00:00:00Z
248.6	4.6	0	0.0	This study	Declination correction calculated from IGRF	-49	Extrusive	Lava Flow	33.22599	Basaltic Lava	35.72582	FS-FD:FS-LOC-GPS:SO-CMD-NORTH:SO-MAG:SO-POM:SO-SUN	g	g	i	GH18G	GH18	2015-09-08T00:00:00Z
247.6	4.6	0	0.0	This study	Declination correction calculated from IGRF	-54	Extrusive	Lava Flow	33.22599	Basaltic Lava	35.72582	FS-FD:FS-LOC-GPS:SO-CMD-NORTH:SO-MAG:SO-POM:SO-SUN	g	g	i	GH18H	GH18	2015-09-08T00:00:00Z
251.6	4.6	0	0.0	This study	Declination correction calculated from IGRF	-56	Extrusive	Lava Flow	33.22599	Basaltic Lava	35.72582	FS-FD:FS-LOC-GPS:SO-CMD-NORTH:SO-MAG:SO-POM:SO-SUN	g	g	i	GH18I	GH18	2015-09-08T00:00:00Z
207.6	4.6	0	0.0	This study	Declination correction calculated from IGRF	-50	Extrusive	Lava Flow	33.22658	Basaltic Lava	35.724	FS-FD:FS-LOC-GPS:SO-CMD-NORTH:SO-MAG:SO-POM:SO-SUN	g	g	i	GH19A	GH19	2015-09-08T00:00:00Z
195.6	4.6	0	0.0	This study	Declination correction calculated from IGRF	-51	Extrusive	Lava Flow	33.22658	Basaltic Lava	35.724	FS-FD:FS-LOC-GPS:SO-CMD-NORTH:SO-MAG:SO-POM:SO-SUN	g	g	i	GH19B	GH19	2015-09-08T00:00:00Z
211.6	4.6	0	0.0	This study	Declination correction calculated from IGRF	-49	Extrusive	Lava Flow	33.22658	Basaltic Lava	35.724	FS-FD:FS-LOC-GPS:SO-CMD-NORTH:SO-MAG:SO-POM:SO-SUN	g	g	i	GH19C	GH19	2015-09-08T00:00:00Z
215.6	4.6	0	0.0	This study	Declination correction calculated from IGRF	-55	Extrusive	Lava Flow	33.22658	Basaltic Lava	35.724	FS-FD:FS-LOC-GPS:SO-CMD-NORTH:SO-MAG:SO-POM:SO-SUN	g	g	i	GH19E	GH19	2015-09-08T00:00:00Z
221.6	4.6	0	0.0	This study	Declination correction calculated from IGRF	-50	Extrusive	Lava Flow	33.22658	Basaltic Lava	35.724	FS-FD:FS-LOC-GPS:SO-CMD-NORTH:SO-MAG:SO-POM:SO-SUN	g	g	i	GH19F	GH19	2015-09-08T00:00:00Z
206.6	4.6	0	0.0	This study	Declination correction calculated from IGRF	-41	Extrusive	Lava Flow	33.22658	Basaltic Lava	35.724	FS-FD:FS-LOC-GPS:SO-CMD-NORTH:SO-MAG:SO-POM:SO-SUN	g	g	i	GH19G	GH19	2015-09-08T00:00:00Z
202.6	4.6	0	0.0	This study	Declination correction calculated from IGRF	-46	Extrusive	Lava Flow	33.22658	Basaltic Lava	35.724	FS-FD:FS-LOC-GPS:SO-CMD-NORTH:SO-MAG:SO-POM:SO-SUN	g	g	i	GH19H	GH19	2015-09-08T00:00:00Z
48.7		0	0.0	This study		-9	Extrusive	Lava Flow	33.146	Basaltic Lava	35.77943	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH20A	GH20	2015-09-09T09:44:00Z
54.2		0	0.0	This study		-18	Extrusive	Lava Flow	33.146	Basaltic Lava	35.77943	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH20B	GH20	2015-09-09T09:46:00Z
52.6		0	0.0	This study		-66	Extrusive	Lava Flow	33.146	Basaltic Lava	35.77943	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH20C	GH20	2015-09-09T09:48:00Z
64.3		0	0.0	This study		-69	Extrusive	Lava Flow	33.146	Basaltic Lava	35.77943	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH20E	GH20	2015-09-09T09:51:00Z
47.7		0	0.0	This study		-74	Extrusive	Lava Flow	33.146	Basaltic Lava	35.77943	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH20F	GH20	2015-09-09T09:53:00Z
42.0		0	0.0	This study		-65	Extrusive	Lava Flow	33.146	Basaltic Lava	35.77943	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH20G	GH20	2015-09-09T09:54:00Z
42.4		0	0.0	This study		-61	Extrusive	Lava Flow	33.146	Basaltic Lava	35.77943	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH20H	GH20	2015-09-09T09:56:00Z
178.5		0	0.0	This study		-24	Extrusive	Lava Flow	32.91003	Basaltic Lava	35.76308	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH21A	GH21	2015-09-09T12:20:00Z
180.7		0	0.0	This study		-28	Extrusive	Lava Flow	32.91003	Basaltic Lava	35.76308	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH21B	GH21	2015-09-09T12:28:00Z
136.0		0	0.0	This study		-29	Extrusive	Lava Flow	32.91003	Basaltic Lava	35.76308	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH21C	GH21	2015-09-09T12:36:00Z
128.1		0	0.0	This study		-32	Extrusive	Lava Flow	32.91003	Basaltic Lava	35.76308	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH21D	GH21	2015-09-09T12:38:00Z
38.2		0	0.0	This study		-31	Extrusive	Lava Flow	32.91003	Basaltic Lava	35.76308	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH21E	GH21	2015-09-09T12:42:00Z
61.3		0	0.0	This study		-47	Extrusive	Lava Flow	33.04162	Basaltic Lava	35.836	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH22C	GH22	2015-09-10T12:21:00Z
29.9		0	0.0	This study		-62	Extrusive	Lava Flow	33.04162	Basaltic Lava	35.836	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH22D	GH22	2015-09-10T12:24:00Z
40.1		0	0.0	This study		-51	Extrusive	Lava Flow	33.04162	Basaltic Lava	35.836	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH22E	GH22	2015-09-10T12:07:00Z
44.6		0	0.0	This study		-54	Extrusive	Lava Flow	33.04162	Basaltic Lava	35.836	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH22F	GH22	2015-09-10T12:08:00Z
40.6		0	0.0	This study		-46	Extrusive	Lava Flow	33.04162	Basaltic Lava	35.836	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH22G	GH22	2015-09-10T12:12:00Z
36.6		0	0.0	This study		-52	Extrusive	Lava Flow	33.04162	Basaltic Lava	35.836	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH22H	GH22	2015-09-10T12:12:00Z
338.6		0	0.0	This study		-82	Extrusive	Lava Flow	33.06038	Basaltic Lava	35.84427	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH23B	GH23	2015-09-10T12:56:00Z
343.6		0	0.0	This study		-71	Extrusive	Lava Flow	33.06038	Basaltic Lava	35.84427	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH23C	GH23	2015-09-10T12:58:00Z
330.6		0	0.0	This study		-72	Extrusive	Lava Flow	33.06038	Basaltic Lava	35.84427	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH23D	GH23	2015-09-10T13:00:00Z
329.1		0	0.0	This study		-80	Extrusive	Lava Flow	33.06038	Basaltic Lava	35.84427	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH23E	GH23	2015-09-10T13:01:00Z
8.6		0	0.0	This study		-77	Extrusive	Lava Flow	33.06038	Basaltic Lava	35.84427	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH23F	GH23	2015-09-10T13:02:00Z
325.1		0	0.0	This study		-55	Extrusive	Lava Flow	33.06038	Basaltic Lava	35.84427	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH23I	GH23	2015-09-10T13:05:00Z
29.3		0	0.0	This study		-78	Extrusive	Lava Flow	33.04974	Basaltic Lava	35.85139	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH24B	GH24	2015-09-10T13:47:00Z
59.5		0	0.0	This study		-77	Extrusive	Lava Flow	33.04974	Basaltic Lava	35.85139	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH24C	GH24	2015-09-10T13:50:00Z
87.5		0	0.0	This study		-75	Extrusive	Lava Flow	33.04974	Basaltic Lava	35.85139	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH24D	GH24	2015-09-10T13:50:00Z
58.4		0	0.0	This study		-47	Extrusive	Lava Flow	33.04974	Basaltic Lava	35.85139	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH24E	GH24	2015-09-10T13:55:00Z
69.3		0	0.0	This study		-53	Extrusive	Lava Flow	33.04974	Basaltic Lava	35.85139	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH24F	GH24	2015-09-10T14:00:00Z
48.3		0	0.0	This study		-25	Extrusive	Lava Flow	33.04974	Basaltic Lava	35.85139	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH24G	GH24	2015-09-10T14:03:00Z
50.8		0	0.0	This study		-80	Extrusive	Lava Flow	33.04974	Basaltic Lava	35.85139	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH24H	GH24	2015-09-10T14:10:00Z
65.8		0	0.0	This study		-61	Extrusive	Lava Flow	33.04974	Basaltic Lava	35.85139	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH24I	GH24	2015-09-10T14:13:00Z
163.6		0	0.0	This study		-58	Extrusive	Lava Flow	32.96154	Basaltic Lava	35.85678	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH25A	GH25	2015-09-10T16:32:00Z
218.6		0	0.0	This study		-73	Extrusive	Lava Flow	32.96154	Basaltic Lava	35.85678	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH25B	GH25	2015-09-10T16:32:00Z
179.9		0	0.0	This study		-75	Extrusive	Lava Flow	32.96154	Basaltic Lava	35.85678	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH25C	GH25	2015-09-10T16:34:00Z
210.9		0	0.0	This study		-74	Extrusive	Lava Flow	32.96154	Basaltic Lava	35.85678	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH25D	GH25	2015-09-10T16:34:00Z
224.3		0	0.0	This study		-74	Extrusive	Lava Flow	32.96154	Basaltic Lava	35.85678	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH25E	GH25	2015-09-10T16:36:00Z
184.6		0	0.0	This study		-87	Extrusive	Lava Flow	32.96154	Basaltic Lava	35.85678	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH25F	GH25	2015-09-10T16:38:00Z
269.9		0	0.0	This study		-26	Extrusive	Lava Flow	32.96154	Basaltic Lava	35.85678	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH25I	GH25	2015-09-10T16:40:00Z
89.8		0	0.0	This study		-70	Extrusive	Lava Flow	32.92633	Basaltic Lava	35.84982	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH26A	GH26	2015-09-10T17:41:00Z
16.6		0	0.0	This study		-51	Extrusive	Lava Flow	32.92633	Basaltic Lava	35.84982	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH26B	GH26	2015-09-10T17:54:00Z
38.8		0	0.0	This study		-35	Extrusive	Lava Flow	32.92633	Basaltic Lava	35.84982	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH26C	GH26	2015-09-11T09:36:00Z
359.2		0	0.0	This study		-75	Extrusive	Lava Flow	32.92633	Basaltic Lava	35.84982	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH26D	GH26	2015-09-11T09:38:00Z
12.4		0	0.0	This study		-22	Extrusive	Lava Flow	32.92633	Basaltic Lava	35.84982	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH26E	GH26	2015-09-11T09:39:00Z
34.6		0	0.0	This study		-61	Extrusive	Lava Flow	32.92633	Basaltic Lava	35.84982	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH26F	GH26	2015-09-11T09:40:00Z
28.2		0	0.0	This study		-52	Extrusive	Lava Flow	32.92633	Basaltic Lava	35.84982	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH26G	GH26	2015-09-11T09:47:00Z
24.1		0	0.0	This study		-52	Extrusive	Lava Flow	32.92633	Basaltic Lava	35.84982	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH26H	GH26	2015-09-11T09:42:00Z
52.9		0	0.0	This study		-75	Extrusive	Lava Flow	32.92633	Basaltic Lava	35.84982	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH26I	GH26	2017-07-13T16:59:00Z
7.0		0	0.0	This study		-64	Extrusive	Lava Flow	32.92633	Basaltic Lava	35.84982	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH26J	GH26	2017-07-13T18:14:00Z
31.4		0	0.0	This study		-85	Extrusive	Lava Flow	32.92633	Basaltic Lava	35.84982	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH26K	GH26	2017-07-13T18:19:00Z
286.2		0	0.0	This study		-79	Extrusive	Lava Flow	32.86815	Basaltic Lava	35.82887	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH27A	GH27	2015-09-11T10:20:00Z
268.0		0	0.0	This study		-56	Extrusive	Lava Flow	32.86815	Basaltic Lava	35.82887	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH27B	GH27	2015-09-11T10:23:00Z
266.6		0	0.0	This study		-34	Extrusive	Lava Flow	32.86815	Basaltic Lava	35.82887	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH27C	GH27	2015-09-11T10:25:00Z
268.2		0	0.0	This study		-41	Extrusive	Lava Flow	32.86815	Basaltic Lava	35.82887	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH27D	GH27	2015-09-11T10:27:00Z
277.6		0	0.0	This study		-56	Extrusive	Lava Flow	32.86815	Basaltic Lava	35.82887	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH27F	GH27	2015-09-11T10:32:00Z
306.4		0	0.0	This study		-62	Extrusive	Lava Flow	32.86815	Basaltic Lava	35.82887	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH27G	GH27	2015-09-11T10:38:00Z
269.6		0	0.0	This study		-42	Extrusive	Lava Flow	32.86815	Basaltic Lava	35.82887	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH27H	GH27	2015-09-11T10:42:00Z
107.7		0	0.0	This study		-55	Extrusive	Lava Flow	32.86889	Basaltic Lava	35.82825	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH28A	GH28	2015-09-11T11:06:00Z
72.7		0	0.0	This study		-47	Extrusive	Lava Flow	32.86889	Basaltic Lava	35.82825	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH28C	GH28	2015-09-11T11:14:00Z
106.8		0	0.0	This study		-56	Extrusive	Lava Flow	32.86889	Basaltic Lava	35.82825	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH28E	GH28	2015-09-11T11:22:00Z
108.1		0	0.0	This study		-54	Extrusive	Lava Flow	32.86889	Basaltic Lava	35.82825	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH28F	GH28	2015-09-11T11:25:00Z
139.7		0	0.0	This study		-54	Extrusive	Lava Flow	32.86889	Basaltic Lava	35.82825	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH28G	GH28	2015-09-11T11:29:00Z
147.9		0	0.0	This study		-25	Extrusive	Lava Flow	32.86889	Basaltic Lava	35.82825	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH28H	GH28	2015-09-11T11:34:00Z
143.1		0	0.0	This study		-21	Extrusive	Lava Flow	32.86889	Basaltic Lava	35.82825	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH28I	GH28	2015-09-11T11:39:00Z
45.7		0	0.0	This study		-80	Extrusive	Lava Flow	32.8558	Basaltic Lava	35.80069	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH30A	GH30	2016-09-18T17:29:00Z
26.9		0	0.0	This study		-71	Extrusive	Lava Flow	32.8558	Basaltic Lava	35.80069	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH30B	GH30	2016-09-18T17:31:00Z
11.4		0	0.0	This study		-60	Extrusive	Lava Flow	32.8558	Basaltic Lava	35.80069	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH30C	GH30	2016-09-18T17:34:00Z
13.6		0	0.0	This study		-60	Extrusive	Lava Flow	32.8558	Basaltic Lava	35.80069	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH30D	GH30	2016-09-18T17:36:00Z
81.9		0	0.0	This study		-79	Extrusive	Lava Flow	32.8558	Basaltic Lava	35.80069	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH30E	GH30	2016-09-18T17:38:00Z
55.2		0	0.0	This study		-78	Extrusive	Lava Flow	32.8558	Basaltic Lava	35.80069	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH30F	GH30	2016-09-18T17:40:00Z
21.6		0	0.0	This study		-51	Extrusive	Lava Flow	32.8558	Basaltic Lava	35.80069	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH30G	GH30	2016-09-18T17:43:00Z
21.9		0	0.0	This study		-57	Extrusive	Lava Flow	32.8558	Basaltic Lava	35.80069	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH30H	GH30	2016-09-18T17:45:00Z
259.6		0	0.0	This study		-44	Extrusive	Lava Flow	32.93434	Basaltic Lava	35.78133	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH31A	GH31	2016-09-18T10:15:00Z
241.4		0	0.0	This study		-55	Extrusive	Lava Flow	32.93434	Basaltic Lava	35.78133	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH31B	GH31	2016-09-18T10:18:00Z
271.9		0	0.0	This study		-67	Extrusive	Lava Flow	32.93434	Basaltic Lava	35.78133	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH31C	GH31	2016-09-18T10:20:00Z
270.7		0	0.0	This study		-71	Extrusive	Lava Flow	32.93434	Basaltic Lava	35.78133	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH31D	GH31	2016-09-18T10:23:00Z
254.9		0	0.0	This study		-48	Extrusive	Lava Flow	32.93434	Basaltic Lava	35.78133	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH31E	GH31	2016-09-18T10:27:00Z
258.4		0	0.0	This study		-61	Extrusive	Lava Flow	32.93434	Basaltic Lava	35.78133	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH31F	GH31	2016-09-18T10:29:00Z
250.5		0	0.0	This study		-62	Extrusive	Lava Flow	32.93434	Basaltic Lava	35.78133	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH31H	GH31	2016-09-18T10:36:00Z
254.1		0	0.0	This study		-66	Extrusive	Lava Flow	32.93434	Basaltic Lava	35.78133	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH31I	GH31	2016-09-18T10:38:00Z
295.8		0	0.0	This study		-55	Extrusive	Lava Flow	32.97603	Basaltic Lava	35.80064	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH32A	GH32	2016-09-18T11:33:00Z
288.6		0	0.0	This study		-59	Extrusive	Lava Flow	32.97603	Basaltic Lava	35.80064	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH32B	GH32	2016-09-18T11:35:00Z
306.9		0	0.0	This study		-36	Extrusive	Lava Flow	32.97603	Basaltic Lava	35.80064	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH32C	GH32	2016-09-18T11:38:00Z
288.6		0	0.0	This study		-41	Extrusive	Lava Flow	32.97603	Basaltic Lava	35.80064	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH32D	GH32	2016-09-18T11:42:00Z
299.5		0	0.0	This study		-58	Extrusive	Lava Flow	32.97603	Basaltic Lava	35.80064	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH32E	GH32	2016-09-18T11:44:00Z
313.8		0	0.0	This study		-61	Extrusive	Lava Flow	32.97603	Basaltic Lava	35.80064	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH32F	GH32	2016-09-18T11:47:00Z
308.6		0	0.0	This study		-63	Extrusive	Lava Flow	32.97603	Basaltic Lava	35.80064	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH32G	GH32	2016-09-18T11:49:00Z
305.5		0	0.0	This study		-65	Extrusive	Lava Flow	32.97603	Basaltic Lava	35.80064	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH32H	GH32	2016-09-18T11:51:00Z
346.7		0	0.0	This study		-59	Extrusive	Lava Flow	32.98856	Basaltic Lava	35.7913	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH33A	GH33	2016-09-18T13:02:00Z
353.1		0	0.0	This study		-60	Extrusive	Lava Flow	32.98856	Basaltic Lava	35.7913	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH33B	GH33	2016-09-18T13:05:00Z
15.5		0	0.0	This study		-56	Extrusive	Lava Flow	32.98856	Basaltic Lava	35.7913	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH33C	GH33	2016-09-18T13:08:00Z
105.8		0	0.0	This study		-59	Extrusive	Lava Flow	32.98856	Basaltic Lava	35.7913	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH33D	GH33	2016-09-18T13:11:00Z
105.7		0	0.0	This study		-67	Extrusive	Lava Flow	32.98856	Basaltic Lava	35.7913	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH33E	GH33	2016-09-18T13:13:00Z
348.8		0	0.0	This study		-15	Extrusive	Lava Flow	32.98856	Basaltic Lava	35.7913	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH33H	GH33	2016-09-18T13:25:00Z
5.1		0	0.0	This study		-65	Extrusive	Lava Flow	32.98856	Basaltic Lava	35.7913	FS-FD:FS-LOC-GPS:SO-MAG:SO-POM:SO-SUN	g	g	i	GH33I	GH33	2016-09-18T13:28:00Z
