climate_model,scenario,doi
NorESM1-ME,rcp45,https://doi.org/10.1594/WDCC/CMIP5.NCCNEr4
NorESM1-ME,rcp60,https://doi.org/10.1594/WDCC/CMIP5.NCCNEr6
NorESM1-ME,rcp85,https://doi.org/10.1594/WDCC/CMIP5.NCCNEr8
NorESM1-ME,1pctCO2,https://doi.org/10.1594/WDCC/CMIP5.NCCNEc1
NorESM1-ME,esmControl,https://doi.org/10.1594/WDCC/CMIP5.NCCNEec
NorESM1-ME,esmFdbk1,https://doi.org/10.1594/WDCC/CMIP5.NCCNEe1
NorESM1-ME,esmFixClim1,https://doi.org/10.1594/WDCC/CMIP5.NCCNEx1
NorESM1-ME,esmHistorical,https://doi.org/10.1594/WDCC/CMIP5.NCCNEeh
NorESM1-ME,esmrcp85,https://doi.org/10.1594/WDCC/CMIP5.NCCNEe8
HadGEM2-AO,historical,https://doi.org/10.1594/WDCC/CMIP5.NIGOhi
HadGEM2-AO,rcp26,https://doi.org/10.1594/WDCC/CMIP5.NIGOr2
HadGEM2-AO,rcp45,https://doi.org/10.1594/WDCC/CMIP5.NIGOr4
HadGEM2-AO,rcp60,https://doi.org/10.1594/WDCC/CMIP5.NIGOr6
HadGEM2-AO,rcp85,https://doi.org/10.1594/WDCC/CMIP5.NIGOr8
GFDL-CM3,historical,https://doi.org/10.1594/WDCC/CMIP5.NGG3hi
GFDL-CM3,historicalGHG,https://doi.org/10.1594/WDCC/CMIP5.NGG3hg
GFDL-CM3,historicalMisc,https://doi.org/10.1594/WDCC/CMIP5.NGG3hm
GFDL-CM3,historicalNat,https://doi.org/10.1594/WDCC/CMIP5.NGG3hn
GFDL-CM3,rcp26,https://doi.org/10.1594/WDCC/CMIP5.NGG3r2
GFDL-CM3,rcp45,https://doi.org/10.1594/WDCC/CMIP5.NGG3r4
GFDL-CM3,rcp60,https://doi.org/10.1594/WDCC/CMIP5.NGG3r6
GFDL-CM3,rcp85,https://doi.org/10.1594/WDCC/CMIP5.NGG3r8
GFDL-CM3,abrupt4xCO2,https://doi.org/10.1594/WDCC/CMIP5.NGG3c2
GFDL-CM3,1pctCO2,https://doi.org/10.1594/WDCC/CMIP5.NGG3c1
GFDL-CM3,sstClim,https://doi.org/10.1594/WDCC/CMIP5.NGG3sc
GFDL-CM3,sstClim4xCO2,https://doi.org/10.1594/WDCC/CMIP5.NGG3s2
GFDL-CM3,sstClimAerosol,https://doi.org/10.1594/WDCC/CMIP5.NGG3sa
GFDL-CM3,sstClimSulfate,https://doi.org/10.1594/WDCC/CMIP5.NGG3ss
GFDL-ESM2G,historical,https://doi.org/10.1594/WDCC/CMIP5.NGEGhi
GFDL-ESM2G,historicalMisc,https://doi.org/10.1594/WDCC/CMIP5.NGEGhm
GFDL-ESM2G,rcp26,https://doi.org/10.1594/WDCC/CMIP5.NGEGr2
GFDL-ESM2G,rcp45,https://doi.org/10.1594/WDCC/CMIP5.NGEGr4
GFDL-ESM2G,rcp60,https://doi.org/10.1594/WDCC/CMIP5.NGEGr6
GFDL-ESM2G,rcp85,https://doi.org/10.1594/WDCC/CMIP5.NGEGr8
GFDL-ESM2G,abrupt4xCO2,https://doi.org/10.1594/WDCC/CMIP5.NGEGc2
GFDL-ESM2G,1pctCO2,https://doi.org/10.1594/WDCC/CMIP5.NGEGc1
GFDL-ESM2G,esmControl,https://doi.org/10.1594/WDCC/CMIP5.NGEGec
GFDL-ESM2G,esmHistorical,https://doi.org/10.1594/WDCC/CMIP5.NGEGeh
GFDL-ESM2G,esmrcp85,https://doi.org/10.1594/WDCC/CMIP5.NGEGe8
GFDL-ESM2M,historical,https://doi.org/10.1594/WDCC/CMIP5.NGEMhi
GFDL-ESM2M,historicalGHG,https://doi.org/10.1594/WDCC/CMIP5.NGEMhg
GFDL-ESM2M,historicalMisc,https://doi.org/10.1594/WDCC/CMIP5.NGEMhm
GFDL-ESM2M,historicalNat,https://doi.org/10.1594/WDCC/CMIP5.NGEMhn
GFDL-ESM2M,rcp26,https://doi.org/10.1594/WDCC/CMIP5.NGEMr2
GFDL-ESM2M,rcp45,https://doi.org/10.1594/WDCC/CMIP5.NGEMr4
GFDL-ESM2M,rcp60,https://doi.org/10.1594/WDCC/CMIP5.NGEMr6
GFDL-ESM2M,rcp85,https://doi.org/10.1594/WDCC/CMIP5.NGEMr8
GFDL-ESM2M,abrupt4xCO2,https://doi.org/10.1594/WDCC/CMIP5.NGEMc2
GFDL-ESM2M,1pctCO2,https://doi.org/10.1594/WDCC/CMIP5.NGEMc1
GFDL-ESM2M,esmControl,https://doi.org/10.1594/WDCC/CMIP5.NGEMec
GFDL-ESM2M,esmFdbk1,https://doi.org/10.1594/WDCC/CMIP5.NGEMe1
GFDL-ESM2M,esmFdbk2,https://doi.org/10.1594/WDCC/CMIP5.NGEMe2
GFDL-ESM2M,esmFixClim1,https://doi.org/10.1594/WDCC/CMIP5.NGEMx1
GFDL-ESM2M,esmFixClim2,https://doi.org/10.1594/WDCC/CMIP5.NGEMx2
GFDL-ESM2M,esmHistorical,https://doi.org/10.1594/WDCC/CMIP5.NGEMeh
GFDL-ESM2M,esmrcp85,https://doi.org/10.1594/WDCC/CMIP5.NGEMe8
GFDL-HIRAM-C180,sst2030,https://doi.org/10.1594/WDCC/CMIP5.NGH1s3
GFDL-HIRAM-C360,sst2030,https://doi.org/10.1594/WDCC/CMIP5.NGH3s3
