SA2_MAINCODE_2016,Remoteness_Category_RA16
118021565,0
118021568,0
118021350,0
118021348,0
118021569,0
118021570,0
118021566,0
118011342,0
118021567,0
117011324,0
119041376,0
119041375,0
119041381,0
119041380,0
126021503,0
126021591,0
126021500,0
126021590,0
126021501,0
107031142,0
107031141,0
107031143,0
107031136,0
107031137,0
107031141,1
107031136,1
114011274,1
114011278,1
114011273,1
114011277,1
114011281,1
114011282,1
114011279,1
114011275,1
114011280,1
114011283,1
114011276,1
114011283,2
106011113,1
106011112,1
106011113,2
101031016,2
120031396,0
120031576,0
128011531,0
128011603,0
128011606,0
128011604,0
128011602,0
128011605,0
128011529,0
128011530,0
128011604,1
128021538,0
128021537,1
128021536,0
128021535,0
128021608,0
128021534,0
128021607,0
128021609,0
128021533,0
128021533,1
117031337,0
117031329,0
117031333,0
117031336,0
118011345,0
117031335,0
117031338,0
117031330,0
117031331,0
117031334,0
110041204,1
110041202,1
110041203,1
110041205,1
110011189,2
110021194,2
113021262,2
113021261,1
113021262,1
112031254,1
112031254,0
112031551,0
112031550,0
112031552,0
112031250,0
112031253,1
112031253,0
112031252,1
112031251,0
112031252,0
112031251,1
106041128,1
106041129,1
110011188,1
113031270,1
113031269,1
113031267,1
113031268,1
105011095,2
122031428,0
122031431,0
122031429,0
122031424,0
122031425,0
122031426,0
122031430,0
122031427,0
105031099,2
105031099,3
118011340,0
118011344,0
118011341,0
118011339,0
103021066,2
109021178,2
121011398,0
114021287,1
114021284,1
114021286,1
114021285,1
114021289,1
107021135,1
123031447,1
123031448,0
124031465,1
123031448,1
123031446,1
123031445,1
123031446,0
107041148,0
107041150,0
107011132,0
107011131,0
107011134,0
107011545,0
107011547,0
107011546,0
107041147,0
107011131,1
118011346,0
118011343,0
118011347,0
102021056,0
102021048,0
102021045,0
102021046,0
102021054,0
102021050,0
102021052,0
102021057,0
102021049,1
102021049,0
102021055,0
102021047,0
102021044,0
102021053,0
102021051,0
102021051,1
101061542,0
101061541,1
105021098,3
108031161,4
197979799,5
299999499,9
204031069,1
204031069,2
204031075,1
204031071,1
215011386,1
215011387,1
215011387,2
201031013,1
201031014,1
217041477,2
201011003,1
201011002,1
201011001,1
201011004,1
201011006,1
201011008,1
201021010,1
201011005,1
201021012,1
209011199,0
209011203,0
209011200,0
209011201,0
209011198,0
209011197,0
209011204,0
209011196,0
209011202,0
205031091,1
205031093,1
205031089,1
205011078,1
205011077,1
205041095,1
205011077,2
205031090,1
205011079,1
205011076,1
208011169,0
208011170,0
208011173,0
208011172,0
208011171,0
208011168,0
204021063,1
204021064,2
204021064,1
204011057,2
207011148,0
207011155,0
207011147,0
207011154,0
207011149,0
207011150,0
207011146,0
207011151,0
207011152,0
207011153,0
210011228,0
213011334,0
213011332,0
213011340,0
213011333,0
213011331,0
213011339,0
213011337,0
213011336,0
213011338,0
213011328,0
213011335,0
213011330,0
213011329,0
215031401,2
215031400,2
216011406,1
216011407,1
216011410,1
216011409,1
216011408,1
216011408,2
212011289,0
212011287,0
212011288,1
212011289,1
212011291,0
211051274,0
212011292,0
212011290,1
212011292,1
212021294,0
212021293,0
212021299,0
212021455,0
212021456,0
212031457,0
212031458,0
212031302,0
212031305,0
212031306,0
212031300,0
212031304,0
212031301,0
212031303,0
212021297,0
212021454,0
212021295,0
212021453,0
212031308,0
212031308,1
201031016,1
201031017,1
202021028,1
217031472,1
217031473,1
217031476,1
217031476,2
217031474,1
217031474,2
217031471,1
217041477,1
217031475,1
217031475,2
217011420,2
206021111,0
206021112,0
206021110,0
209021429,0
209021208,0
209021428,0
209021207,0
209021205,0
205021081,2
205021084,2
205021086,2
205021082,2
205051100,2
205021083,2
205021085,2
205021085,3
205021080,2
214011370,0
214011376,0
214011374,0
214011375,0
214011372,0
214011371,0
214011373,0
215031402,2
215031405,2
208021179,0
208021177,0
208021178,0
208021182,0
208021176,0
208021181,0
208021174,0
208021426,0
208021427,0
217011422,2
217041478,2
217011423,2
201011007,1
201031015,1
203011035,1
203011034,1
202011018,1
202011022,1
202011019,1
202011020,1
202011021,1
202011024,1
202011025,1
202031032,1
202011023,1
202021026,1
202021029,1
212041316,0
212041311,0
212041312,0
212041459,0
212041314,0
212041460,0
212041317,0
212041318,0
203021044,0
203021045,0
203021044,1
203021040,0
203021043,0
203021038,0
203021047,0
203021043,1
203021047,1
203021038,1
203021039,0
203021046,0
203021042,0
203021037,0
203021041,0
203031050,0
203021042,1
203021041,1
203031051,1
203031048,1
203031052,1
203031050,1
216031416,1
216031417,1
216031418,1
216031415,1
216031419,1
201021011,1
215011390,2
215011390,3
213021343,0
213021341,0
213051363,0
213021342,0
213021345,0
213021346,0
213021344,0
215011388,2
215011389,2
210051243,0
210051242,0
210051247,0
210051245,0
210051250,0
210051249,0
210051246,0
210051443,0
210051441,0
210051442,0
210051445,0
210051444,0
210051248,0
210041240,0
210041241,0
210041240,1
210041241,1
204031070,1
204031068,1
204021067,1
204021065,1
208031193,0
212041313,0
212041310,0
212041309,0
208031191,0
208031188,0
208031190,0
208031184,0
208031183,0
208031192,0
208031189,0
208031186,0
208031185,0
208031187,0
211011251,0
211011446,0
211011447,0
211011448,0
211011449,0
211011260,0
211011254,0
211011259,0
211011258,0
211011256,0
211011255,0
211011257,0
205041098,1
205041096,1
205041094,1
205041097,1
202031033,2
202031033,1
202021030,1
210021235,1
210021234,1
210021232,1
210021233,1
202021031,1
211021261,0
211021262,0
207021424,0
211021262,1
207021159,0
207021425,0
207021157,0
207021156,0
207021160,0
211041271,0
213031348,0
213031352,0
213031350,0
213031351,0
213031347,0
213031349,0
211031450,0
211031451,0
211031265,0
211031263,0
211031267,0
211031452,0
211031266,0
211031268,0
211041272,0
206041122,0
206041126,0
206041118,0
206051131,0
206041119,0
206041125,0
206041117,0
206041123,0
206041124,0
206041121,0
206071140,0
206041120,0
206041127,0
213041355,0
213041463,0
213041360,0
213041461,0
213041462,0
213041359,0
213041356,0
213041358,0
213041357,0
213041356,1
213041357,1
215021469,2
215021470,2
215021396,2
215021395,2
215021399,2
215021398,2
215021398,3
204011059,1
204011060,1
204011062,1
204011056,1
204011058,1
209041224,0
209041224,1
216021414,1
216021412,1
216021413,1
216021411,1
216021413,2
212051319,0
212051326,0
208021180,0
212051320,0
212051325,0
212051327,0
212051321,0
212051323,0
212051324,0
212051322,0
206031115,0
206031113,0
206031116,0
206031114,0
210011231,0
210011230,0
210011226,0
210011229,0
210011227,0
213041353,0
213041353,1
201021009,1
206011106,0
206011105,0
206011107,0
206071143,0
206011109,0
210031239,0
206011108,0
210031236,0
210031237,0
210031440,0
210031438,0
210031439,0
214021379,0
214021385,0
214021378,0
214021378,1
214021377,0
214021384,0
214021383,0
214021382,0
214021380,0
214021381,0
202021027,1
217041478,1
217041480,1
217041479,1
204011054,1
204011054,2
209031211,1
204011055,1
209031214,0
209031209,0
209031215,0
209031213,0
209031210,0
209031212,1
209031212,0
215011391,2
215011392,2
215011392,1
215011394,2
206051129,0
206051134,0
206051133,0
206051132,0
206051130,0
206051128,0
201031013,2
205031087,1
205031087,2
205031092,2
217011421,1
217011423,1
206061136,0
206061137,0
206061138,0
206061135,0
208041194,0
208041195,0
203031053,1
203011036,1
203031053,0
203031049,1
215031404,2
215031403,2
204031072,2
204031072,1
204021066,1
204021067,2
205051104,2
205051104,3
205051104,1
205051102,1
205051101,1
205051100,1
205051101,2
205051099,2
205051103,1
215011393,2
207031167,0
207031165,0
207031164,0
207031163,0
211041270,0
211041273,0
211041269,0
207031162,0
207031166,0
207031161,0
209041225,0
209041436,0
209041435,0
209041432,0
209041433,0
209041431,0
209041434,0
209041430,0
209041225,1
209041437,0
209041217,0
209041216,0
209041220,0
209041221,0
209041223,0
209041219,0
204031074,1
204031073,1
213051361,0
213051366,0
213051362,0
213051368,0
213051467,0
213051365,0
213051369,0
211051275,0
206071139,0
211051286,1
213051465,0
211051278,0
206071142,0
213051468,1
211051281,0
213051464,0
213051468,0
206071144,0
206071141,0
213051466,0
213051369,1
211051277,0
206071145,0
213051368,1
204011061,1
211051284,0
211051282,0
211051280,0
211051283,0
211051285,0
211051276,1
211051279,0
211051278,1
211051285,1
205031088,2
297979799,5
399999499,9
318021489,2
315031408,4
306051166,2
306051169,2
315011395,4
315011402,4
315011401,4
307011171,4
307011171,3
315011399,4
308041528,2
308041528,3
308041529,2
315031410,4
308011191,3
308011191,4
311041321,1
311031318,0
311041320,1
311041320,0
311031313,0
311041322,0
311031313,1
311041322,1
311041321,0
309041242,1
309041242,0
311011305,1
310021277,1
312011339,3
312011341,2
312011339,4
307011177,3
319021503,2
307011177,4
312011337,2
312011340,3
312011340,2
303051076,0
305031119,0
305031120,0
303051072,0
303051073,0
303021052,0
304021091,0
305031121,0
305031122,0
305041132,0
302021027,0
302011022,0
302041041,0
302011023,0
305021113,0
302031039,0
305041134,0
304021086,0
301011002,0
303031064,0
302031035,0
305031128,0
302041042,0
304021087,0
304021087,1
304041099,1
305021114,0
305021116,0
303011047,0
305021117,0
303011048,0
301031017,0
303011051,0
303011049,0
303011050,0
302011024,0
304021088,0
304031092,0
302021028,0
302021029,0
305011105,0
303041067,0
303021053,0
304031093,0
310011271,0
302041043,0
310011273,0
310011272,0
303021054,0
305021115,0
303021058,0
303031060,0
304041098,0
302011025,0
304041104,0
304021089,0
305011106,0
305011109,0
302021030,0
305031123,0
303021055,0
305031124,0
302031037,0
301031014,2
301031014,0
301031021,0
305031125,0
305031126,0
305011107,0
303021056,0
303021057,0
310011274,0
304031094,0
304011082,0
304011081,0
305011108,0
310021279,1
310031290,0
310031290,1
310031288,0
302021031,0
305031127,0
304021090,0
304041100,0
303061077,0
301031015,0
305031131,0
302011026,0
303031061,0
301031016,0
303031062,0
305041135,0
304041101,0
303041068,0
303041071,0
313051542,3
305021118,0
303031063,0
303041070,0
305031129,0
302031038,0
302031040,0
310011275,0
303051074,0
303051075,0
302031036,0
305041136,0
304011083,0
303041069,0
303021059,0
303061078,0
304031096,0
302041044,0
304011084,0
304031095,0
305011110,0
305011111,0
302021032,0
302021033,0
303061079,0
303061080,0
302041045,0
304031097,0
304041103,0
301031018,0
305041137,0
305041133,0
303031065,0
310011276,0
301031019,0
302021034,0
305011112,0
304011085,0
305031130,0
303031066,0
301031020,0
302041046,0
312011338,3
312011338,2
312011338,4
315031411,4
319011495,1
319011501,1
319011500,1
319011502,1
319011496,1
319011494,1
319011497,1
319011492,1
307011177,2
318011461,2
318011460,2
318011461,3
315021404,4
319011493,1
319011499,1
319011498,2
319011498,1
313011363,1
316061441,1
313041375,0
313041372,0
313041374,0
313021365,0
313011362,0
313021366,0
313011362,1
313021364,0
313031371,1
313021369,0
313021367,0
313041376,0
313041376,1
313041373,0
313021368,0
306011141,2
306011138,2
306011143,2
306011142,2
306021150,2
306021149,2
306021152,2
306021154,2
306021156,2
306021151,2
306021145,2
306011140,2
306011139,2
306021153,2
306021144,2
306021147,2
306021157,2
306021148,2
306021155,2
306021146,2
306031158,2
308051531,1
308051535,1
308051535,2
308051535,3
316021417,0
316021422,0
316021419,0
316021420,0
316061439,1
316021421,0
316021418,0
316021424,0
316021423,0
316061442,0
316061440,1
316061443,1
316061442,1
317011445,1
317011458,1
307031184,1
306031161,2
306031161,3
306031161,4
318011462,2
319021506,1
307011172,2
307011178,2
307031186,1
315021406,4
315021406,3
315011396,3
315011396,4
315011403,4
319031514,1
319031511,1
319031512,1
319031513,1
317011450,1
307021179,1
307021179,2
315011397,4
307021183,1
318011463,3
318011463,4
318011463,2
306041164,2
306041165,2
306041164,3
308011190,2
308011190,3
306031162,2
319021508,2
319021508,3
308011192,2
308011191,2
310021278,1
310021281,1
313031370,2
313031370,1
310021280,1
308031210,1
308031220,1
308031218,2
308031220,2
308031206,2
308031206,1
308031217,1
315021407,4
317011448,1
317011451,1
308051533,1
308051532,1
308051534,1
308051539,1
308051536,1
308051538,1
311021306,0
311051323,0
311021307,0
311021308,0
309071254,1
309071254,0
311021309,0
309071255,0
311021310,0
309091263,0
309101267,0
309031238,0
309031236,0
309021231,0
309011227,0
309011224,0
309101268,0
309101270,0
309011225,0
309011229,0
309011226,0
309081260,0
309061246,0
309021230,0
309031237,0
309051243,0
309051243,1
309021232,0
309021233,0
309041241,1
309041241,0
309071258,0
309071252,0
309071253,0
309071258,1
309071257,0
309031240,0
309101269,0
309071253,1
309011228,0
309081259,0
309091264,0
309051244,0
309051245,0
309081261,0
309061248,0
309061247,0
309071256,0
309061249,0
309021234,0
309031239,0
309091265,0
309031235,0
309071251,0
309091540,0
309091541,0
309081262,0
309061250,0
307011173,2
306051167,3
306051167,2
319041516,1
319051522,1
319041517,1
319041519,1
319041518,1
319041520,1
319041521,1
319051522,3
318011465,2
318011464,2
318011465,3
318011465,4
315031412,4
307011174,2
310031291,0
310031283,0
310031286,0
310031285,0
310031292,0
310031293,0
310031287,0
310031294,0
310031284,0
310031295,0
310021282,0
310041297,0
310041303,0
310041296,0
310041300,0
310041302,0
310041299,0
310041304,0
310041298,0
310041301,0
310031289,0
310031288,1
310021282,1
306031159,2
306031160,2
307021180,1
307021182,1
319031515,2
319031515,1
319021506,2
319021507,1
319021505,1
319021507,2
319021504,2
319021504,1
319021510,2
315011398,4
308031209,1
308031223,1
308031207,1
308031221,2
308031219,3
308031219,1
308031219,2
308031218,1
308031219,4
311031316,0
311031319,0
311031312,0
311031315,0
311031311,0
311051324,0
311061329,0
311061332,0
311061330,0
311061333,0
311061331,0
311051325,0
311051326,0
311031314,0
311031317,0
311051327,0
311061334,0
311061335,0
311051328,0
311061336,0
312021348,1
312021350,1
312021344,1
312021358,1
312021354,1
312021342,1
312021349,1
312021356,1
312021343,1
312021346,1
312021355,1
312021357,2
312021357,1
312021353,2
312021353,3
312021353,4
312021353,1
315011400,4
306051168,2
315011400,2
306051170,2
315011400,3
316011414,0
316011415,0
316011413,0
316011416,0
316031426,0
316031425,0
316051543,0
316051544,0
316031427,0
316031428,0
316071548,0
316071548,1
316071546,0
316071545,0
316061444,0
316061444,1
316071547,1
316081549,0
316071545,1
319051524,1
319051526,1
319051523,1
319051525,1
307021181,2
307021181,1
312021351,2
312021345,2
308051530,2
315021405,3
308031212,1
308031212,2
307011175,2
307011175,3
315031409,4
319021509,2
319021509,1
316051435,0
316051434,0
316051437,0
316051438,0
316081549,1
318011466,4
318011466,3
314011382,0
314031391,0
314011385,0
314011383,0
314021388,0
314021389,0
314021390,0
314011386,0
314031392,0
314031393,0
314031394,0
314011384,1
314011384,0
314011387,1
314011387,0
313051377,0
313051378,0
313051379,0
313051542,0
313051380,0
301011001,0
301011003,0
301011004,0
301021007,0
301021008,0
301021009,0
301021011,0
301011005,0
301021012,0
301021013,0
301011006,0
301021527,1
301021527,3
301021527,2
308031216,1
308031222,1
308031214,1
308031215,1
308031211,1
308031205,1
308031213,1
308031208,1
307011176,2
317011449,1
312021352,2
312021352,4
307031188,2
307031187,2
307011178,3
318021480,2
318021482,2
318021481,2
318021473,2
318021471,2
318021470,2
318021486,2
319051525,2
317011456,1
317011457,1
317011459,1
317011454,1
317011453,1
317011446,1
317011452,1
317011455,1
317011447,1
318021467,2
318021490,2
318021475,2
318021472,2
318021476,2
318021474,2
318021477,2
318021478,2
318021479,2
318021483,2
318021484,2
318021485,2
318021468,2
318021487,2
318021469,2
318021488,2
318021491,2
307011174,3
307021183,2
307031189,1
307031185,1
307031185,2
307031186,2
312031359,4
312031361,2
312031359,2
312031360,2
308051537,1
312031359,3
301021009,1
312021347,1
306031163,2
304041102,0
397979799,5
499999499,9
401011001,0
401011002,0
401021004,0
401021004,1
401021010,0
401021010,1
401041016,0
401021003,0
401021003,1
401021006,1
407011144,1
407011147,1
407011148,1
407011146,1
406021138,4
405011110,1
405011114,1
405011112,1
402011026,0
405011115,1
405021119,2
405041124,2
407031159,2
407031160,2
401031011,0
401031013,0
401031012,0
401041014,0
401041015,0
406011134,4
406011129,4
404031109,0
404011092,0
404011096,0
404011095,0
404011090,0
404011091,0
404011093,0
404011094,0
404011097,0
404021102,0
405021117,2
405021116,2
405021117,1
405021118,2
405021119,1
405021116,1
406011131,3
406021139,4
405041126,2
405041125,2
406011132,4
406011132,3
406021140,2
406011131,2
402011025,0
405021118,1
407021150,2
407021173,2
407021174,2
407021158,2
407021174,1
407021173,1
403011057,0
404031107,0
403011056,0
403021060,0
407011145,3
407031161,2
407031164,2
407021151,2
407021151,3
405011111,1
402011025,1
406011130,3
406011133,3
407031163,2
407031162,2
407031170,2
405011113,1
402011027,1
406011135,4
403021061,0
403021064,0
403021058,0
403021062,0
403021059,0
403021063,0
407031164,1
407031170,1
407031166,1
403031065,0
403041076,0
403031066,0
403031067,0
403031069,0
403031068,0
403031070,0
401021007,1
401021009,1
401021005,1
401021008,1
405031121,2
405031120,2
407031165,1
407031169,1
407021155,2
407021154,2
401051019,0
401051018,0
401051017,0
403041079,0
403041078,0
403041089,0
403041088,1
403041083,1
403041075,1
403041083,0
403041075,0
403041072,0
403041088,0
403041071,0
403041084,0
403041085,0
403041074,0
403041073,0
403041082,0
403041087,0
403041077,0
403041081,0
407011149,1
403041086,0
403041080,0
402021028,0
402021033,0
402021031,0
402021034,0
402021030,0
402021029,0
402021033,1
402021035,0
402021032,0
402021035,1
402031037,0
402031038,0
402041040,0
402051052,0
402031036,0
402051051,0
404021100,0
404021099,0
404021101,0
404021098,0
406021142,2
405031122,2
405031123,2
401061020,0
401061021,0
407031168,2
407031167,2
406021143,3
402041043,0
402041046,0
402041042,0
402041171,0
402041044,0
402041048,0
402041047,0
402041041,0
402041172,0
402041039,0
407031161,3
407031169,2
406011134,3
407021157,2
407021157,3
402051053,0
402051055,0
402051054,0
402051049,0
402051050,0
401071024,0
401071023,0
401061022,0
407021156,2
407021152,2
404031108,0
404031105,0
404031106,0
404031104,0
406011136,2
406021141,3
406021141,4
405041127,2
405041128,3
406021140,3
406011137,2
404021103,0
497979799,5
599999499,9
509011233,2
509011225,2
509011226,2
509011232,2
509011227,2
509011226,3
509011229,3
506011117,0
506011110,0
506011112,0
506011114,0
506011116,0
506011111,1
506011113,0
506011115,0
506011116,1
510031271,4
510031273,4
501011001,1
501011004,1
501011001,2
504011044,0
504011045,0
504011047,0
504011046,0
504011048,0
503021039,0
506021122,0
506021118,0
506021120,0
509021245,2
509031248,1
509031248,2
501031017,2
501031017,1
509031246,2
510011266,4
510011262,3
510011266,3
509011231,2
509021240,3
501021253,1
501021254,1
501021008,1
501021015,1
501021012,1
501021011,1
501011002,1
501011003,1
501021007,1
503011030,0
503011036,0
503021043,0
503011033,0
503021042,0
505021096,0
506031129,0
506031131,0
506031124,0
506031128,0
506031125,0
506031127,0
506031126,0
506031130,0
507041180,0
501021251,1
501021252,1
511041291,3
511021277,4
511021276,4
511041287,2
511041292,2
511041292,3
509021236,2
509021236,1
503011031,0
507051188,1
507011154,0
507011152,0
507011160,0
507011150,0
507011153,0
507011163,0
507011259,0
507011151,0
507011159,0
507011148,0
507011161,0
507011260,0
507011155,0
507011158,0
507021165,3
501021009,1
511031282,2
511031282,4
511041291,2
509031246,3
503011032,0
509011235,2
509031250,2
511041290,4
509021237,2
509021241,3
509021239,2
501021005,1
501021010,1
509011228,2
510011263,4
501031018,1
509021238,2
509031247,3
511011275,4
507021164,0
510021267,4
510021268,4
511011275,3
511011274,3
507021165,0
507021166,0
507021167,0
511041285,2
511041286,2
511041292,4
511041288,2
509021239,1
506041133,0
506041134,0
506041136,0
506041137,0
506041135,0
506041132,0
510011264,4
501021014,1
511041289,2
505011080,0
505011074,0
505011077,0
505011076,0
505011071,0
505011079,0
505011075,0
505011082,0
505011070,0
505011072,0
505011078,0
505011083,0
505011073,0
505011081,0
506051138,0
506051139,0
506051140,0
506051141,0
506051141,1
504021052,1
511031279,2
511031280,2
511031278,2
511031284,2
511031281,2
509011230,2
509031247,4
509021238,3
507031170,0
507031174,0
507031169,0
507031172,0
507031261,0
507031173,0
511031283,4
502011021,0
502011022,0
502011024,0
502011025,0
502011028,0
502011027,0
502011023,0
502011021,1
501031020,2
501031019,2
507041177,0
507041181,0
507041183,0
507041182,0
507041184,0
507041178,0
507041175,0
507041176,0
507041179,0
509021240,2
509021241,2
503011034,0
509021242,3
504031066,0
504021054,0
504021050,0
504021053,0
504021049,1
504021051,0
502011026,0
502011029,0
502011029,1
509031249,2
503011035,0
509021243,1
503021041,0
503021037,0
509011234,2
510021269,3
510021270,3
507051190,0
507051188,0
507051192,0
507051187,0
507051193,0
507051186,0
507051191,0
507051189,0
507051185,0
510031272,3
510031273,3
506061143,0
506061142,0
506061144,1
506061143,1
506071147,0
506071145,0
506071146,0
505021093,0
505021086,0
505021084,0
505021085,0
505021095,0
505021090,0
505021097,0
503021038,0
505021091,0
505021087,0
505021094,0
505021092,0
505021089,0
505021088,0
504031056,0
504031063,0
504031057,0
504031062,0
504031059,0
504031068,0
504031065,0
504031061,0
504031067,0
504031060,1
504031055,1
504031058,1
504031069,1
504031058,0
504031064,0
505031108,0
506021121,0
504031068,1
504031060,0
509021244,1
509021244,2
506021123,0
506021119,0
503021040,0
505031107,0
505031100,0
505031256,1
505031256,0
505031258,0
505031105,0
505031099,0
505031101,0
505031257,1
505031255,0
505031104,0
505031102,0
505031098,0
505031103,0
501021016,1
509031247,2
510011265,4
509021245,1
507051185,1
505031106,0
597979799,5
699999499,9
602031064,2
602031064,3
602031100,2
602031061,2
601011001,1
601011002,1
601011003,1
604011078,2
604011076,2
604011075,2
604011080,2
604011077,2
604031096,2
604021092,2
604011082,2
604011083,2
604011079,2
604021091,2
603011065,3
603011065,2
603011066,2
603011068,3
602021054,2
604031094,2
604031094,3
604031095,2
601021010,1
601021008,1
601021006,1
601021004,1
