tab 	specimens
citations	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	geologic_classes	geologic_types	instrument_codes	int_corr	lithologies	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen
This study	Fit 1	2	167.0	-41.9	2.5	1	5	0	GH52E1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.04	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH52E	pmagpy-3.16.0: demag_gui	GH52E1
This study	Fit 1	3.3	158.4	-29.1	3	1	6	0	GH52F1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH52F	pmagpy-3.16.0: demag_gui	GH52F1
This study	Fit 1	0.3	162.2	-33.7	0.8	1	8	0	GH52G1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH52G	pmagpy-3.16.0: demag_gui	GH52G1
This study	Fit 1	0.2	161.9	-34.1	1	1	7	0	GH52H1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH52H	pmagpy-3.16.0: demag_gui	GH52H1
This study	Fit 1	0.8	162.4	-58	0.5	1	7	0	af1-1a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	af1-1	pmagpy-3.16.0: demag_gui	af1-1a
This study	Fit 1	0.7	162.1	-56	0.4	1	4	0	af1-2a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	af1-2	pmagpy-3.16.0: demag_gui	af1-2a
This study									af1-3a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	af1-3		af1-3a
This study	Fit 1	0.8	161.4	-53.2	0.9	1	4	0	af1-4a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	af1-4	pmagpy-3.16.0: demag_gui	af1-4a
This study	Fit 1	0.6	153.3	-52.9	0.4	1	4	0	af1-5a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	af1-5	pmagpy-3.16.0: demag_gui	af1-5a
This study	Fit 1	0.7	161.3	-50.6	0.9	1	4	0	af1-6a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	af1-6	pmagpy-3.16.0: demag_gui	af1-6a
This study	Fit 1	1.1	155.9	-57.8	0.7	1	6	0	af2-19a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.03	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	af2-19	pmagpy-3.16.0: demag_gui	af2-19a
This study	Fit 1	0.1	157.7	-55.4	0.4	1	7	0	af2-20a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	af2-20	pmagpy-3.16.0: demag_gui	af2-20a
This study									af2-21a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	af2-21		af2-21a
This study									af2-22a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	af2-22		af2-22a
This study									af2-23a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	af2-23		af2-23a
This study									af2-24a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	af2-24		af2-24a
This study	Fit 1	1	151.2	-56.7	0.5	1	7	0	af3-13a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	af3-13	pmagpy-3.16.0: demag_gui	af3-13a
This study	Fit 1	0.4	151.7	-54	0.4	1	7	0	af3-14a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	af3-14	pmagpy-3.16.0: demag_gui	af3-14a
This study									af3-15a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	af3-15		af3-15a
This study									af3-16a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	af3-16		af3-16a
This study									af3-17a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	af3-17		af3-17a
This study									af3-18a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	af3-18		af3-18a
This study									af4-10a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	af4-10		af4-10a
This study									af4-11a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	af4-11		af4-11a
This study									af4-12a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	af4-12		af4-12a
This study	Fit 1	1.1	151.4	-51.6	0.7	1	7	0	af4-7a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	af4-7	pmagpy-3.16.0: demag_gui	af4-7a
This study	Fit 1	0.6	154.6	-52.8	0.7	1	7	0	af4-8a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	af4-8	pmagpy-3.16.0: demag_gui	af4-8a
This study									af4-9a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	af4-9		af4-9a
This study	Fit 1	0.4	149.8	-54.4	0.6	1	7	0	af5-1a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	af5-1	pmagpy-3.16.0: demag_gui	af5-1a
This study	Fit 1	0.1	149.7	-56.5	0.8	1	7	0	af5-2a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	af5-2	pmagpy-3.16.0: demag_gui	af5-2a
This study									af5-3a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	af5-3		af5-3a
This study									af5-4a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	af5-4		af5-4a
This study									af5-5a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	af5-5		af5-5a
This study									af5-6a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	af5-6		af5-6a
This study	Fit 1	1.3	207.0	-25.8	0.6	1	7	0	mh1-37a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	mh1-37	pmagpy-3.16.0: demag_gui	mh1-37a
This study	Fit 1	0.2	204.9	-33.5	0.5	1	7	0	mh1-38a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	mh1-38	pmagpy-3.16.0: demag_gui	mh1-38a
This study									mh1-39a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	mh1-39		mh1-39a
This study									mh1-40a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	mh1-40		mh1-40a
This study									mh1-41a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	mh1-41		mh1-41a
This study									mh1-42a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	mh1-42		mh1-42a
This study	Fit 1	0.4	202.5	-31.5	0.6	1	9	0	mh2-1a	Extrusive	Lava Flow		u	Basaltic Lava	0.09	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	mh2-1	pmagpy-3.16.0: demag_gui	mh2-1a
This study	Fit 1	0.4	196.7	-34.8	0.4	1	4	0	mh2-2a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	mh2-2	pmagpy-3.16.0: demag_gui	mh2-2a
This study	Fit 1	0.5	197.6	-35	0.6	1	4	0	mh2-3a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	mh2-3	pmagpy-3.16.0: demag_gui	mh2-3a
This study	Fit 1	0.4	202.7	-39.2	0.5	1	4	0	mh2-4a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	mh2-4	pmagpy-3.16.0: demag_gui	mh2-4a
This study	Fit 1	0.2	202.2	-35.3	0.3	1	4	0	mh2-5a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	mh2-5	pmagpy-3.16.0: demag_gui	mh2-5a
This study	Fit 1	0.3	198.7	-36.9	0.3	1	4	0	mh2-6a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	mh2-6	pmagpy-3.16.0: demag_gui	mh2-6a
This study	Fit 1	0.5	205.5	-33.7	0.8	1	4	0	mh3-10a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	mh3-10	pmagpy-3.16.0: demag_gui	mh3-10a
This study	Fit 1	0.7	206.2	-30.5	0.6	1	4	0	mh3-11a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	mh3-11	pmagpy-3.16.0: demag_gui	mh3-11a
This study	Fit 1	0.7	203.7	-32.8	0.4	1	4	0	mh3-12a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	mh3-12	pmagpy-3.16.0: demag_gui	mh3-12a
This study	Fit 1	0.1	202.3	-32.3	0.7	1	9	0	mh3-7a	Extrusive	Lava Flow		u	Basaltic Lava	0.09	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	mh3-7	pmagpy-3.16.0: demag_gui	mh3-7a
This study	Fit 1	0.5	206.8	-33.6	1.2	1	4	0	mh3-8a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	mh3-8	pmagpy-3.16.0: demag_gui	mh3-8a
This study	Fit 1	0.1	207.9	-31.7	0.4	1	4	0	mh3-9a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	mh3-9	pmagpy-3.16.0: demag_gui	mh3-9a
This study	Fit 1	0.5	193.7	-32.7	0.3	1	6	0	mh4-31a	Extrusive	Lava Flow		u	Basaltic Lava	0.07	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	mh4-31	pmagpy-3.16.0: demag_gui	mh4-31a
This study	Fit 1	0.3	200.4	-29.8	0.7	1	8	0	mh4-32a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	mh4-32	pmagpy-3.16.0: demag_gui	mh4-32a
This study									mh4-33a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	mh4-33		mh4-33a
This study									mh4-34a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	mh4-34		mh4-34a
This study									mh4-35a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	mh4-35		mh4-35a
This study									mh4-36a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	mh4-36		mh4-36a
This study									mh5-25a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	mh5-25		mh5-25a
This study	Fit 1	1.1	194.7	-33.1	0.8	1	7	0	mh5-26a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	mh5-26	pmagpy-3.16.0: demag_gui	mh5-26a
This study									mh5-27a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	mh5-27		mh5-27a
This study	Fit 1	0.8	198.1	-34.9	1	1	7	0	mh5-28a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	mh5-28	pmagpy-3.16.0: demag_gui	mh5-28a
This study									mh5-29a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	mh5-29		mh5-29a
This study									mh5-30a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	mh5-30		mh5-30a
This study	Fit 1	0.8	207.0	-24.6	1.8	1	10	0	mh6-13	Extrusive	Lava Flow		u	Basaltic Lava	0.1	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	mh6-1	pmagpy-3.16.0: demag_gui	mh6-13
This study	Fit 1	0.9	205.2	-25.3	0.4	1	4	0	mh6-14	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	mh6-1	pmagpy-3.16.0: demag_gui	mh6-14
This study	Fit 1	1.8	204.5	-23	0.7	1	4	0	mh6-15	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	mh6-1	pmagpy-3.16.0: demag_gui	mh6-15
This study	Fit 1	0.7	204.4	-40.6	0.5	1	4	0	mh6-16	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	mh6-1	pmagpy-3.16.0: demag_gui	mh6-16
This study	Fit 1	0.2	205.1	-37.2	0.6	1	4	0	mh6-17	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	mh6-1	pmagpy-3.16.0: demag_gui	mh6-17
This study	Fit 1	0.6	205.3	-37.6	0.5	1	4	0	mh6-18	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	mh6-1	pmagpy-3.16.0: demag_gui	mh6-18
This study	Fit 1	0.7	194.6	-16.7	1.1	1	7	0	nd1-1a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd1-1	pmagpy-3.16.0: demag_gui	nd1-1a
This study	Fit 1	0.1	194.5	-16.5	0.4	1	4	0	nd1-2a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd1-2	pmagpy-3.16.0: demag_gui	nd1-2a
This study	Fit 1	0.3	200.7	-37.8	0.2	1	4	0	nd1-3a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd1-3	pmagpy-3.16.0: demag_gui	nd1-3a
This study	Fit 1	0.5	198.0	-35.2	0.2	1	4	0	nd1-4a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd1-4	pmagpy-3.16.0: demag_gui	nd1-4a
This study	Fit 1	0.1	197.6	-37.6	0.4	1	4	0	nd1-5a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd1-5	pmagpy-3.16.0: demag_gui	nd1-5a
This study									nd1-6a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	nd1-6		nd1-6a
This study	Fit 1	1	182.0	-39.6	1.3	1	6	0	nd10-56a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.03	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd10-56	pmagpy-3.16.0: demag_gui	nd10-56a
This study	Fit 1	2.5	186.0	-38.5	1.4	1	4	0	nd10-57a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd10-57	pmagpy-3.16.0: demag_gui	nd10-57a
This study									nd10-58a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	nd10-58		nd10-58a
This study	Fit 1	1.4	183.2	-31.4	1	1	4	0	nd10-59a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd10-59	pmagpy-3.16.0: demag_gui	nd10-59a
This study									nd10-60a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	nd10-60		nd10-60a
This study									nd10-61a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	nd10-61		nd10-61a
This study									nd11-62a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	nd11-62		nd11-62a
This study									nd11-63a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	nd11-63		nd11-63a
This study	Fit 1	0.4	185.6	-41.3	0.9	1	4	0	nd11-64a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd11-64	pmagpy-3.16.0: demag_gui	nd11-64a
This study	Fit 1	0.5	176.7	-35.9	0.3	1	4	0	nd11-65a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd11-65	pmagpy-3.16.0: demag_gui	nd11-65a
This study	Fit 1	0.8	171.5	-36.3	0.7	1	4	0	nd11-66a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd11-66	pmagpy-3.16.0: demag_gui	nd11-66a
This study	Fit 1	0.8	171.6	-36.7	0.6	1	4	0	nd11-67a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd11-67	pmagpy-3.16.0: demag_gui	nd11-67a
This study	Fit 1	0.5	180.8	-34.7	0.3	1	8	0	nd12-68	Extrusive	Lava Flow		u	Basaltic Lava	0.1	0.03	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd12-6	pmagpy-3.16.0: demag_gui	nd12-68
This study	Fit 1	0.8	178.3	-35.5	1.4	1	4	0	nd12-69a	Extrusive	Lava Flow		u	Basaltic Lava	0.1	0.04	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd12-69	pmagpy-3.16.0: demag_gui	nd12-69a
This study	Fit 1	0.7	180.8	-35.9	0.5	1	5	0	nd12-70a	Extrusive	Lava Flow		u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd12-70	pmagpy-3.16.0: demag_gui	nd12-70a
This study	Fit 1	0.2	173.2	-39.5	1.5	1	5	0	nd12-71a	Extrusive	Lava Flow		u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd12-71	pmagpy-3.16.0: demag_gui	nd12-71a
This study	Fit 1	0.9	169.7	-35.8	1.3	1	4	0	nd12-73	Extrusive	Lava Flow		u	Basaltic Lava	0.1	0.04	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd12-7	pmagpy-3.16.0: demag_gui	nd12-73
This study	Fit 1	0.5	161.3	-39	0.3	1	4	0	nd13-74a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd13-74	pmagpy-3.16.0: demag_gui	nd13-74a
This study	Fit 1	0.6	148.6	-40.1	0.6	1	4	0	nd13-75a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd13-75	pmagpy-3.16.0: demag_gui	nd13-75a
This study	Fit 1	0.3	214.5	-29.7	0.2	1	4	0	nd13-76a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd13-76	pmagpy-3.16.0: demag_gui	nd13-76a
This study	Fit 1	0.5	216.7	-28.4	0.1	1	4	0	nd13-77a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd13-77	pmagpy-3.16.0: demag_gui	nd13-77a
This study									nd13-78a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	nd13-78		nd13-78a
This study	Fit 1	1.3	140.4	-44.5	0.5	1	4	0	nd13-79a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd13-79	pmagpy-3.16.0: demag_gui	nd13-79a
This study	Fit 1	0.5	187.4	-31.3	0.8	1	10	0	nd14-80a	Extrusive	Lava Flow		u	Basaltic Lava	0.11	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd14-80	pmagpy-3.16.0: demag_gui	nd14-80a
This study	Fit 1	1.3	178.2	-32.4	0.5	1	4	0	nd14-81a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd14-81	pmagpy-3.16.0: demag_gui	nd14-81a
This study	Fit 1	0.7	176.6	-38.2	1.1	1	4	0	nd14-82	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd14-8	pmagpy-3.16.0: demag_gui	nd14-82
This study	Fit 1	0.5	175.0	-37.4	0.4	1	4	0	nd14-83a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd14-83	pmagpy-3.16.0: demag_gui	nd14-83a
This study	Fit 1	0.9	175.7	-35.3	0.7	1	4	0	nd14-84a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd14-84	pmagpy-3.16.0: demag_gui	nd14-84a
This study	Fit 1	0.3	179.4	-33.3	0.5	1	4	0	nd14-85a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd14-85	pmagpy-3.16.0: demag_gui	nd14-85a
This study									nd15-86a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	nd15-86		nd15-86a
This study	Fit 1	1	183.4	-40.1	0.7	1	4	0	nd15-87a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd15-87	pmagpy-3.16.0: demag_gui	nd15-87a
This study	Fit 1	1.4	187.3	-37.5	1.4	1	4	0	nd15-88a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd15-88	pmagpy-3.16.0: demag_gui	nd15-88a
This study	Fit 1	2	186.0	-38	0.7	1	4	0	nd15-89a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd15-89	pmagpy-3.16.0: demag_gui	nd15-89a
This study	Fit 1	1	185.5	-37.9	2.1	1	4	0	nd15-90a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd15-90	pmagpy-3.16.0: demag_gui	nd15-90a
This study	Fit 1	0.1	188.4	-31.5	1.4	1	4	0	nd15-91a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd15-91	pmagpy-3.16.0: demag_gui	nd15-91a
This study									nd16-92a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	nd16-92		nd16-92a
This study	Fit 1	0.7	180.1	-33.9	0.7	1	4	0	nd16-93a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd16-93	pmagpy-3.16.0: demag_gui	nd16-93a
This study	Fit 1	2.1	182.3	-35.9	0.5	1	4	0	nd16-94a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd16-94	pmagpy-3.16.0: demag_gui	nd16-94a
This study	Fit 1	0.2	168.1	-31.7	0.6	1	4	0	nd16-95a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd16-95	pmagpy-3.16.0: demag_gui	nd16-95a
This study	Fit 1	1.4	176.4	-34.3	0.8	1	4	0	nd16-96a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd16-96	pmagpy-3.16.0: demag_gui	nd16-96a
This study	Fit 1	0.1	173.2	-35.5	0.3	1	4	0	nd16-97a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd16-97	pmagpy-3.16.0: demag_gui	nd16-97a
This study	Fit 1	1.6	200.8	-41.1	0.4	1	4	0	nd2-10a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd2-10	pmagpy-3.16.0: demag_gui	nd2-10a
This study	Fit 1	1	198.3	-47.8	1.1	1	5	0	nd2-11a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd2-11	pmagpy-3.16.0: demag_gui	nd2-11a
This study	Fit 1	2.2	204.8	-41	0.5	1	4	0	nd2-12a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd2-12	pmagpy-3.16.0: demag_gui	nd2-12a
This study	Fit 1	1.1	202.8	-37.1	0.7	1	11	0	nd2-7a	Extrusive	Lava Flow		u	Basaltic Lava	0.11	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd2-7	pmagpy-3.16.0: demag_gui	nd2-7a
This study	Fit 1	1.3	203.8	-35.4	0.5	1	5	0	nd2-8a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd2-8	pmagpy-3.16.0: demag_gui	nd2-8a
This study	Fit 1	1.7	203.9	-37.8	0.8	1	4	0	nd2-9a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd2-9	pmagpy-3.16.0: demag_gui	nd2-9a
This study									nd3-13a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	nd3-13		nd3-13a
This study	Fit 1	0.2	206.2	-42.7	0.5	1	4	0	nd3-14a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd3-14	pmagpy-3.16.0: demag_gui	nd3-14a
This study	Fit 1	3.3	195.8	-38.5	1	1	4	0	nd3-15a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd3-15	pmagpy-3.16.0: demag_gui	nd3-15a
This study	Fit 1	1.5	206.1	-34.4	0.6	1	4	0	nd3-16a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd3-16	pmagpy-3.16.0: demag_gui	nd3-16a
