         65874 function calls (61869 primitive calls) in 0.143 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       58    0.000    0.000    0.009    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/sre_compile.py:598(_code)
        1    0.000    0.000    0.009    0.009 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/panels/search_and_replace.py:129(__init__)
   271/33    0.000    0.000    0.009    0.000 {method 'join' of 'str' objects}
   696/15    0.002    0.000    0.009    0.001 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pygments/regexopt.py:78(<genexpr>)
   567/58    0.004    0.000    0.008    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/sre_compile.py:71(_compile)
       15    0.000    0.000    0.007    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/managers/modes.py:22(append)
        1    0.002    0.002    0.006    0.006 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/_forms/search_panel_ui.py:12(setupUi)
        5    0.000    0.000    0.005    0.001 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/managers/panels.py:40(append)
        4    0.000    0.000    0.005    0.001 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pygments/styles/__init__.py:56(get_style_by_name)
        4    0.000    0.000    0.004    0.001 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/api/code_edit.py:1349(_reset_stylesheet)
        1    0.000    0.000    0.004    0.004 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/panels/encodings.py:93(__init__)
      110    0.004    0.000    0.004    0.000 {method 'connect' of 'PyQt5.QtCore.pyqtBoundSignal' objects}
        9    0.004    0.000    0.004    0.000 {built-in method setFont}
      611    0.002    0.000    0.003    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/genericpath.py:69(commonprefix)
        5    0.000    0.000    0.003    0.001 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/api/panel.py:74(on_install)
     5125    0.002    0.000    0.003    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/sre_parse.py:164(__getitem__)
        1    0.000    0.000    0.003    0.003 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/panels/search_and_replace.py:155(_init_actions)
       25    0.003    0.000    0.003    0.000 {fromTheme}
        1    0.000    0.000    0.003    0.003 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/managers/backend.py:65(start)
        1    0.000    0.000    0.003    0.003 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/_forms/pnl_encoding_ui.py:12(setupUi)
       20    0.000    0.000    0.003    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/api/mode.py:75(on_install)
        9    0.000    0.000    0.003    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pygments/plugin.py:63(find_plugin_styles)
    23/19    0.000    0.000    0.003    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pygments/lexer.py:435(_process_new_state)
       20    0.000    0.000    0.003    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/api/mode.py:56(enabled)
        3    0.003    0.001    0.003    0.001 {connectSlotsByName}
     2421    0.001    0.000    0.003    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/sre_parse.py:254(get)
        3    0.000    0.000    0.002    0.001 <frozen importlib._bootstrap>:978(_find_and_load)
        2    0.001    0.000    0.002    0.001 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/widgets/prompt_line_edit.py:22(__init__)
  611/105    0.002    0.000    0.002    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/sre_parse.py:174(getwidth)
        6    0.000    0.000    0.002    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pkg_resources/__init__.py:2421(load)
        1    0.000    0.000    0.002    0.002 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/modes/pygments_sh.py:177(on_install)
        1    0.000    0.000    0.002    0.002 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pygments/formatters/html.py:404(__init__)
        6    0.000    0.000    0.002    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pkg_resources/__init__.py:2446(require)
        3    0.000    0.000    0.002    0.001 <frozen importlib._bootstrap>:948(_find_and_load_unlocked)
       44    0.000    0.000    0.002    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/sre_parse.py:96(closegroup)
        1    0.000    0.000    0.002    0.002 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/panels/encodings.py:166(on_install)
     3154    0.002    0.000    0.002    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/sre_parse.py:233(__next)
        1    0.000    0.000    0.002    0.002 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/api/syntax_highlighter.py:108(__init__)
        1    0.000    0.000    0.002    0.002 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/panels/read_only.py:59(__init__)
        2    0.000    0.000    0.002    0.001 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/modes/pygments_sh.py:294(_update_style)
        6    0.000    0.000    0.002    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pkg_resources/__init__.py:715(resolve)
        1    0.000    0.000    0.002    0.002 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/modes/extended_selection.py:32(__init__)
       20    0.000    0.000    0.002    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/managers/panels.py:212(_update)
       58    0.000    0.000    0.002    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/sre_compile.py:536(_compile_info)
        7    0.000    0.000    0.002    0.000 {built-in method builtins.__import__}
7335/6590    0.001    0.000    0.002    0.000 {built-in method builtins.len}
        6    0.000    0.000    0.002    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/managers/panels.py:144(refresh)
        1    0.000    0.000    0.002    0.002 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pygments/formatter.py:66(__init__)
        1    0.000    0.000    0.002    0.002 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/api/syntax_highlighter.py:365(on_install)
        1    0.000    0.000    0.002    0.002 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pygments/formatter.py:20(_lookup_style)
        3    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:663(_load_unlocked)
        2    0.001    0.001    0.001    0.001 {addApplicationFont}
     7101    0.001    0.000    0.001    0.000 {built-in method builtins.isinstance}
       98    0.001    0.000    0.001    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/sre_compile.py:276(_optimize_charset)
       36    0.000    0.000    0.001    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pkg_resources/__init__.py:3118(__contains__)
    10003    0.001    0.000    0.001    0.000 {method 'append' of 'list' objects}
        1    0.000    0.000    0.001    0.001 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/widgets/encodings.py:37(__init__)
        4    0.000    0.000    0.001    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/modes/caret_line_highlight.py:65(refresh)
        3    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:722(exec_module)
       36    0.000    0.000    0.001    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pkg_resources/_vendor/packaging/specifiers.py:700(contains)
        1    0.000    0.000    0.001    0.001 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/widgets/encodings.py:54(_refresh_items)
        1    0.000    0.000    0.001    0.001 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/panels/search_and_replace.py:210(on_install)
        1    0.000    0.000    0.001    0.001 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/widgets/encodings.py:155(__init__)
     1991    0.001    0.000    0.001    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/sre_parse.py:172(append)
        1    0.000    0.000    0.001    0.001 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/_forms/pnl_read_only_ui.py:12(setupUi)
       36    0.000    0.000    0.001    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pkg_resources/_vendor/packaging/version.py:24(parse)
     2192    0.001    0.000    0.001    0.000 {built-in method builtins.min}
     1306    0.001    0.000    0.001    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/sre_parse.py:249(match)
       36    0.000    0.000    0.001    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pkg_resources/_vendor/packaging/version.py:198(__init__)
        1    0.000    0.000    0.001    0.001 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/modes/pygments_sh.py:173(_init_style)
        1    0.000    0.000    0.001    0.001 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/modes/extended_selection.py:93(on_install)
        1    0.000    0.000    0.001    0.001 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/api/syntax_highlighter.py:250(refresh_editor)
        1    0.000    0.000    0.001    0.001 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/modes/caret_line_highlight.py:55(on_install)
        1    0.000    0.000    0.001    0.001 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/panels/folding.py:180(on_install)
        2    0.000    0.000    0.001    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/widgets/encodings.py:171(_refresh)
        1    0.000    0.000    0.001    0.001 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/modes/code_completion.py:327(on_install)
        3    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:211(_call_with_frames_removed)
        2    0.000    0.000    0.001    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/widgets/encodings.py:115(_refresh)
        3    0.000    0.000    0.001    0.000 {built-in method builtins.exec}
        1    0.001    0.001    0.001    0.001 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/modes/extended_selection.py:72(create_menu)
        5    0.001    0.000    0.001    0.000 {built-in method setParent}
       37    0.000    0.000    0.001    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/logging/__init__.py:1930(getLogger)
      249    0.001    0.000    0.001    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pygments/regexopt.py:67(<listcomp>)
        3    0.000    0.000    0.001    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/cache.py:50(preferred_encodings)
        3    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:882(_find_spec)
     1295    0.001    0.000    0.001    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/sre_parse.py:160(__len__)
        3    0.000    0.000    0.001    0.000 {built-in method builtins.__build_class__}
        1    0.000    0.000    0.001    0.001 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pygments/formatters/html.py:468(_create_stylesheet)
     3197    0.001    0.000    0.001    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pygments/regexopt.py:79(<lambda>)
        8    0.001    0.000    0.001    0.000 {built-in method setStyleSheet}
        1    0.000    0.000    0.001    0.001 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pygments/styles/default.py:10(<module>)
       37    0.000    0.000    0.001    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/logging/__init__.py:1221(getLogger)
       51    0.000    0.000    0.001    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/api/utils.py:253(cursor_position)
      358    0.000    0.000    0.001    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/re.py:252(escape)
        3    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1272(find_spec)
        3    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1240(_get_spec)
        1    0.000    0.000    0.001    0.001 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pygments/style.py:62(__new__)
        1    0.000    0.000    0.001    0.001 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/modes/caret_line_highlight.py:44(on_state_changed)
        7    0.000    0.000    0.001    0.000 {built-in method setExtraSelections}
        1    0.000    0.000    0.001    0.001 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/api/syntax_highlighter.py:293(on_state_changed)
     1001    0.001    0.000    0.001    0.000 {built-in method builtins.max}
        9    0.000    0.000    0.001    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pkg_resources/__init__.py:654(<genexpr>)
      202    0.000    0.000    0.001    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/sre_parse.py:168(__setitem__)
        1    0.000    0.000    0.001    0.001 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/widgets/encodings.py:100(__init__)
        3    0.001    0.000    0.001    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/cache.py:38(__init__)
        1    0.000    0.000    0.001    0.001 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/api/syntax_highlighter.py:128(_load_formats_from_style)
        1    0.000    0.000    0.001    0.001 {built-in method setDocument}
       58    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/enum.py:836(__and__)
        6    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/managers/panels.py:151(resize)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1356(find_spec)
        1    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/widgets/encodings.py:95(current_encoding)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:793(get_code)
       17    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/api/code_edit.py:654(add_action)
      602    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/sre_parse.py:286(tell)
       21    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/api/syntax_highlighter.py:144(_get_format_from_style)
        7    0.000    0.000    0.000    0.000 {built-in method setText}
       18    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pkg_resources/__init__.py:685(add)
        4    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/managers/decorations.py:21(append)
        3    0.000    0.000    0.000    0.000 {built-in method value}
       38    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/sre_compile.py:411(_mk_bitmap)
        1    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/modes/zoom.py:24(on_state_changed)
      726    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/sre_parse.py:111(__init__)
       35    0.000    0.000    0.000    0.000 {built-in method setShortcut}
        5    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/api/panel.py:56(__init__)
        1    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/managers/backend.py:22(comm)
      107    0.000    0.000    0.000    0.000 {built-in method textCursor}
        1    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/panels/line_number.py:12(__init__)
      358    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/modes/code_completion.py:106(setModel)
       18    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pkg_resources/__init__.py:2861(insert_on)
        1    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/panels/search_and_replace.py:222(on_state_changed)
        2    0.000    0.000    0.000    0.000 {built-in method pixmap}
        4    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/modes/caret_line_highlight.py:59(_clear_deco)
        1    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/modes/code_completion.py:306(_create_completer)
       74    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/api/code_edit.py:876(eventFilter)
        1    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/_forms/pnl_encoding_ui.py:57(retranslateUi)
        3    0.000    0.000    0.000    0.000 {built-in method hide}
        1    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/modes/caret_line_highlight.py:25(background)
        1    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/modes/cursor_history.py:39(on_state_changed)
       26    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/api/mode.py:62(__init__)
        4    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/api/decoration.py:105(set_background)
       98    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/sre_compile.py:249(_compile_charset)
        1    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/managers/backend.py:14(_logger)
       99    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pygments/style.py:128(style_for_token)
    79/57    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/sre_compile.py:461(_get_literal_prefix)
       43    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
        3    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/managers/decorations.py:36(remove)
      793    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/api/panel.py:106(setVisible)
     1767    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       79    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pygments/style.py:164(__iter__)
        4    0.000    0.000    0.000    0.000 {built-in method document}
       17    0.000    0.000    0.000    0.000 {built-in method addAction}
        1    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/panels/search_and_replace.py:328(request_search)
      116    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/enum.py:284(__call__)
        3    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/api/code_edit.py:740(add_menu)
        1    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/modes/case_converter.py:52(on_state_changed)
        1    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/api/client.py:349(__init__)
       16    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/managers/panels.py:11(_logger)
        1    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/_forms/search_panel_ui.py:162(retranslateUi)
        9    0.000    0.000    0.000    0.000 {built-in method setPalette}
       38    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/sre_compile.py:413(<listcomp>)
       58    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/sre_parse.py:224(__init__)
        4    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/api/utils.py:81(__init__)
       36    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pkg_resources/_vendor/packaging/version.py:343(_cmpkey)
       72    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/sre_compile.py:423(_simple)
        2    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/panels/encodings.py:83(_refresh_stylesheet)
        1    0.000    0.000    0.000    0.000 {built-in method setSourceModel}
       32    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/panels/search_and_replace.py:594(_on_search_finished)
        1    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/panels/encodings.py:70(foreground)
       15    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/managers/modes.py:8(_logger)
        1    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/modes/case_converter.py:37(_create_actions)
      171    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pkg_resources/__init__.py:2845(get_entry_map)
        1    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/api/code_edit.py:1180(_set_whitespaces_flags)
        7    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/managers/panels.py:234(_update_viewport_margins)
        1    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/site-packages/pyqode/core/panels/folding.py:148(__init__)
        6    0.000    0.000    0.000    0.000 /home/sebastiaan/anaconda3/envs/opensesame-py3/lib/python3.7/logging/__init__.py:1272(_fixupParents)
